District,Year,Crop,Season,Area_Cultivated_Hectares,Average_Temperature_C,Total_Rainfall_mm,Humidity_Percent,Soil_Type,Soil_pH,Nitrogen_N_kg_per_ha,Phosphorus_P_kg_per_ha,Potassium_K_kg_per_ha,Irrigation_Availability,Yield_kg_per_ha,Total_Yield_kg
Nagpur,2020,Groundnut,Zaid,6.71,23.6,743.4,60.7,Clayey,5.93,18.39,54.05,79.38,Rainfed,1476.66,9909.52
Nagpur,2020,Groundnut,Zaid,12.31,24.5,418.0,83.0,Loamy,6.3,35.51,51.21,78.18,Rainfed,1312.79,16162.81
Nagpur,2020,Groundnut,Zaid,18.26,28.0,459.4,54.6,Clayey,6.45,23.95,48.62,65.48,Irrigated,1992.51,36386.68
Nagpur,2020,Groundnut,Rabi,7.21,23.8,366.6,40.9,Black,5.54,23.43,48.06,72.1,Irrigated,1752.87,12643.48
Nagpur,2020,Groundnut,Zaid,33.27,23.3,461.5,42.3,Laterite,6.26,16.4,29.07,53.17,Partially Irrigated,876.41,29155.71
Nagpur,2020,Groundnut,Zaid,8.88,24.0,331.2,63.8,Sandy,6.85,27.86,31.57,99.13,Irrigated,1865.05,16568.84
Nagpur,2020,Groundnut,Kharif,38.0,26.0,723.7,53.1,Clayey,6.97,14.85,58.37,63.4,Irrigated,2004.4,76157.44
Nagpur,2020,Groundnut,Zaid,36.78,22.8,461.9,72.1,Clayey,6.39,29.54,65.09,55.58,Partially Irrigated,1846.97,67936.15
Nagpur,2020,Jowar,Rabi,19.25,22.9,788.6,64.5,Clayey,7.08,89.25,49.79,14.11,Irrigated,2109.27,40601.6
Nagpur,2020,Jowar,Zaid,32.04,25.0,203.9,80.1,Red,6.55,52.34,36.45,33.45,Irrigated,1664.58,53334.82
Nagpur,2020,Maize,Zaid,27.44,22.8,701.0,74.3,Clayey,5.9,98.81,35.39,23.41,Rainfed,2469.54,67759.81
Nagpur,2020,Maize,Zaid,10.71,20.6,969.0,54.4,Black,6.23,103.78,87.99,49.69,Partially Irrigated,3119.66,33418.1
Nagpur,2020,Maize,Zaid,12.02,25.4,609.8,50.7,Clayey,6.51,108.18,64.37,30.76,Irrigated,4345.95,52256.09
Nagpur,2020,Maize,Zaid,39.22,28.1,615.3,49.3,Red,6.6,140.04,40.92,46.28,Rainfed,3035.0,119026.58
Nagpur,2020,Maize,Kharif,24.77,24.7,541.5,75.8,Laterite,6.19,94.46,60.13,60.02,Irrigated,5264.91,130415.65
Nagpur,2020,Rice,Rabi,26.36,29.1,1845.1,49.4,Red,6.19,79.52,29.28,28.02,Irrigated,3596.56,94815.68
Nagpur,2020,Rice,Rabi,4.67,24.2,1804.8,73.7,Black,6.51,73.65,30.78,48.92,Irrigated,4186.86,19531.87
Nagpur,2020,Rice,Rabi,24.15,31.4,1236.2,63.2,Sandy,6.8,115.78,42.65,69.94,Partially Irrigated,4221.31,101939.65
Nagpur,2020,Rice,Zaid,12.76,23.9,1755.9,42.1,Black,6.61,84.86,46.45,40.47,Irrigated,3730.7,47599.37
Nagpur,2020,Soybean,Rabi,18.71,20.2,409.4,77.4,Clayey,7.02,17.06,92.74,69.33,Irrigated,2516.22,47084.31
Nagpur,2020,Soybean,Zaid,18.37,24.9,771.7,89.7,Loamy,6.13,29.33,64.12,51.69,Partially Irrigated,1911.46,35113.5
Nagpur,2020,Soybean,Zaid,15.73,27.2,595.5,73.7,Loamy,6.21,41.16,62.76,24.25,Rainfed,2076.53,32671.79
Nagpur,2020,Soybean,Zaid,20.8,26.4,554.2,84.0,Laterite,6.75,31.82,87.22,56.58,Partially Irrigated,2781.55,57866.2
Nagpur,2020,Sugarcane,Kharif,20.86,26.7,1680.9,79.2,Sandy,6.63,244.65,90.12,108.0,Rainfed,66503.37,1387322.9
Nagpur,2020,Sugarcane,Zaid,18.41,33.6,2117.0,53.5,Laterite,7.63,197.67,65.74,160.81,Rainfed,63040.38,1160586.51
Nagpur,2020,Sugarcane,Rabi,2.3,27.1,3429.3,40.7,Loamy,7.05,200.58,142.87,120.7,Irrigated,66990.14,153775.85
Nagpur,2020,Sugarcane,Kharif,17.35,30.3,1537.4,40.6,Red,6.48,250.34,109.72,66.83,Irrigated,90637.23,1572395.91
Nagpur,2020,Sunflower,Rabi,46.88,23.1,278.3,41.1,Black,6.76,33.93,49.79,39.65,Partially Irrigated,945.04,44301.39
Nagpur,2020,Sunflower,Zaid,19.05,19.4,286.7,48.3,Red,7.3,93.6,59.66,52.2,Irrigated,1325.04,25242.46
Nagpur,2020,Sunflower,Kharif,11.14,20.4,318.3,73.8,Red,5.59,93.65,45.65,49.56,Irrigated,1488.02,16577.63
Nagpur,2020,Sunflower,Rabi,7.38,24.5,682.5,67.0,Black,6.13,67.04,55.46,45.09,Rainfed,900.77,6651.42
Nagpur,2020,Wheat,Kharif,43.59,10.9,843.6,60.5,Red,6.97,157.93,52.44,39.76,Rainfed,1556.09,67829.32
Nagpur,2020,Wheat,Zaid,46.22,22.0,673.1,72.9,Clayey,6.5,141.8,47.45,54.28,Partially Irrigated,2703.68,124969.68
Nagpur,2020,Wheat,Kharif,31.98,13.6,535.2,88.1,Loamy,7.15,91.66,53.77,71.29,Rainfed,2798.22,89492.54
Nashik,2020,Bajra,Zaid,29.72,28.3,363.1,71.2,Red,8.51,81.44,40.02,22.54,Rainfed,1625.18,48301.91
Nashik,2020,Bajra,Kharif,31.01,34.1,393.4,45.3,Red,7.11,40.93,52.64,39.88,Irrigated,2138.47,66318.16
Nashik,2020,Bajra,Zaid,32.2,21.2,384.9,52.5,Clayey,7.93,55.35,51.4,18.1,Irrigated,1671.75,53832.38
Nashik,2020,Bajra,Zaid,17.79,33.3,781.2,49.4,Red,6.92,68.83,59.19,27.7,Irrigated,1951.11,34719.78
Nashik,2020,Cotton,Rabi,6.95,28.3,1255.7,45.1,Clayey,7.28,67.34,46.62,39.71,Irrigated,2013.86,13992.72
Nashik,2020,Cotton,Zaid,41.83,26.5,868.9,56.6,Laterite,7.67,87.36,33.93,41.13,Rainfed,1393.35,58281.84
Nashik,2020,Cotton,Rabi,13.42,37.7,827.3,70.6,Clayey,7.74,81.54,15.41,35.65,Irrigated,1682.41,22583.74
Nashik,2020,Cotton,Zaid,16.4,34.5,726.4,42.7,Laterite,7.2,85.45,46.9,51.16,Rainfed,1772.67,29073.21
Nashik,2020,Groundnut,Zaid,49.83,35.8,834.0,66.9,Red,6.17,45.09,38.14,77.42,Rainfed,1461.77,72841.82
Nashik,2020,Groundnut,Kharif,13.05,29.4,872.1,78.2,Loamy,6.49,23.03,63.23,60.67,Rainfed,1388.5,18116.29
Nashik,2020,Jowar,Rabi,14.57,33.2,324.7,49.5,Clayey,6.96,75.56,53.51,23.34,Irrigated,2022.23,29468.96
Nashik,2020,Jowar,Kharif,41.65,28.9,424.1,90.0,Laterite,6.82,64.94,53.7,37.49,Partially Irrigated,2473.86,103035.59
Nashik,2020,Jowar,Rabi,7.94,28.6,497.6,46.2,Clayey,6.22,40.42,39.18,40.03,Rainfed,1994.24,15828.38
Nashik,2020,Jowar,Kharif,44.72,27.6,513.8,54.6,Black,7.79,56.1,46.31,39.69,Partially Irrigated,2275.12,101739.94
Nashik,2020,Maize,Zaid,7.27,26.9,691.8,51.8,Sandy,6.36,117.55,54.22,77.49,Partially Irrigated,4667.13,33927.93
Nashik,2020,Maize,Zaid,22.31,23.2,456.8,89.5,Sandy,6.95,76.28,49.22,39.48,Partially Irrigated,2418.81,53956.61
Nashik,2020,Maize,Zaid,30.79,23.8,902.5,58.6,Loamy,6.62,106.27,51.97,33.26,Rainfed,3028.72,93246.79
Nashik,2020,Maize,Rabi,26.32,22.3,640.2,88.3,Red,6.72,115.14,33.61,34.8,Rainfed,2816.04,74112.36
Nashik,2020,Maize,Kharif,20.66,27.7,518.5,69.6,Sandy,6.64,122.15,74.72,74.01,Irrigated,6048.53,124945.27
Nashik,2020,Maize,Kharif,32.4,26.4,883.0,69.9,Sandy,6.87,114.06,68.45,16.8,Rainfed,2537.92,82232.18
Nashik,2020,Maize,Kharif,44.53,31.4,516.6,65.3,Sandy,6.34,96.28,78.23,34.94,Rainfed,2842.88,126579.43
Nashik,2020,Maize,Rabi,49.56,19.9,402.1,44.2,Clayey,6.24,77.16,59.46,64.76,Rainfed,2763.68,136961.58
Nashik,2020,Rice,Rabi,47.76,30.3,1774.5,44.1,Laterite,4.99,100.5,22.59,31.69,Rainfed,2195.7,104861.5
Nashik,2020,Rice,Zaid,27.64,24.5,1277.0,49.3,Loamy,6.32,87.4,42.67,40.78,Rainfed,3100.1,85693.82
Nashik,2020,Rice,Kharif,16.22,33.3,1936.7,68.2,Loamy,6.1,138.4,35.52,58.41,Partially Irrigated,3706.56,60121.74
Nashik,2020,Rice,Zaid,49.54,29.3,1749.8,69.6,Red,6.01,90.25,15.31,35.85,Irrigated,3388.17,167837.39
Nashik,2020,Soybean,Kharif,17.56,28.3,644.3,69.7,Clayey,6.85,37.16,32.55,60.22,Rainfed,1988.26,34921.97
Nashik,2020,Soybean,Rabi,1.11,23.2,431.9,61.5,Clayey,5.67,21.91,62.78,69.15,Rainfed,1806.68,1996.71
Nashik,2020,Soybean,Rabi,36.89,24.7,577.5,64.9,Laterite,6.63,41.82,18.05,37.07,Irrigated,2562.23,94522.36
Nashik,2020,Sugarcane,Rabi,27.8,33.2,1981.8,76.0,Sandy,7.02,227.42,131.65,153.58,Partially Irrigated,88137.53,2450206.39
Nashik,2020,Sugarcane,Rabi,12.32,28.4,1628.0,82.8,Laterite,7.05,271.03,100.84,52.63,Partially Irrigated,73174.38,901482.36
Nashik,2020,Sugarcane,Rabi,18.4,35.0,1084.4,71.1,Laterite,6.92,28.61,60.34,115.05,Partially Irrigated,31314.88,576190.28
Nashik,2020,Sugarcane,Rabi,7.58,29.4,1805.1,72.3,Black,6.88,218.28,77.42,98.54,Partially Irrigated,72311.39,548368.25
Nashik,2020,Sugarcane,Kharif,44.89,26.5,3300.6,75.7,Laterite,6.32,110.8,58.41,69.34,Rainfed,22508.77,1010430.6
Nashik,2020,Sugarcane,Zaid,9.73,30.4,2337.3,82.7,Clayey,6.48,278.19,48.58,80.37,Irrigated,74365.47,723322.15
Nashik,2020,Sunflower,Zaid,43.56,22.3,478.4,68.8,Red,6.92,69.02,42.31,67.74,Partially Irrigated,1457.62,63500.12
Nashik,2020,Sunflower,Zaid,46.59,24.2,439.7,40.6,Red,6.97,33.64,69.19,63.12,Irrigated,1767.19,82342.12
Nashik,2020,Sunflower,Kharif,40.71,22.5,674.8,78.3,Clayey,5.48,70.19,43.99,62.32,Irrigated,1379.96,56174.14
Nashik,2020,Wheat,Kharif,22.02,23.7,444.7,51.3,Loamy,6.22,153.41,84.67,60.43,Rainfed,3133.61,69014.8
Nashik,2020,Wheat,Rabi,19.19,27.1,551.8,45.7,Clayey,6.55,29.5,83.77,52.54,Irrigated,2550.41,48948.15
Nashik,2020,Wheat,Zaid,21.01,24.8,534.9,70.5,Clayey,5.98,156.23,53.93,55.05,Irrigated,3360.18,70600.53
Nashik,2020,Wheat,Kharif,34.84,20.2,540.9,73.0,Clayey,7.49,53.26,46.19,62.95,Partially Irrigated,2954.13,102930.68
Nashik,2020,Wheat,Rabi,41.83,20.7,419.4,75.7,Sandy,7.22,108.28,29.77,72.52,Rainfed,2283.58,95515.65
Nashik,2020,Wheat,Kharif,49.35,15.4,456.9,46.9,Loamy,6.92,172.67,62.52,56.43,Rainfed,3071.35,151569.81
Pune,2020,Bajra,Kharif,19.37,31.9,467.5,69.7,Clayey,6.26,16.52,47.1,16.9,Partially Irrigated,922.24,17861.23
Pune,2020,Bajra,Zaid,24.07,21.8,430.4,50.6,Laterite,7.6,55.8,43.19,26.67,Partially Irrigated,1252.47,30141.5
Pune,2020,Bajra,Kharif,19.59,31.8,397.7,85.5,Laterite,7.32,46.49,42.13,34.87,Rainfed,1507.95,29540.09
Pune,2020,Bajra,Kharif,31.09,28.8,594.0,73.5,Laterite,7.11,63.32,44.22,24.09,Partially Irrigated,1597.12,49650.34
Pune,2020,Cotton,Zaid,12.61,24.6,755.2,53.4,Laterite,7.63,83.13,58.83,31.48,Irrigated,2529.23,31898.75
Pune,2020,Cotton,Rabi,19.1,31.8,932.2,56.7,Black,7.52,120.01,56.22,52.71,Irrigated,3423.69,65394.55
Pune,2020,Cotton,Rabi,15.47,26.3,983.5,63.1,Clayey,8.03,85.89,50.94,35.25,Rainfed,1446.78,22385.23
Pune,2020,Cotton,Kharif,5.87,29.5,832.4,55.1,Loamy,7.25,42.92,43.81,34.07,Irrigated,1809.27,10614.7
Pune,2020,Cotton,Zaid,26.76,18.7,888.4,63.3,Clayey,7.05,100.98,46.56,43.1,Irrigated,2055.97,55023.43
Pune,2020,Groundnut,Kharif,43.67,28.9,849.2,76.9,Clayey,6.38,38.68,67.84,44.22,Irrigated,2421.87,105755.65
Pune,2020,Groundnut,Kharif,40.57,23.8,692.8,45.2,Black,5.55,42.7,56.97,68.52,Irrigated,2631.96,106772.27
Pune,2020,Groundnut,Kharif,1.58,25.0,881.3,75.9,Laterite,6.07,30.14,45.94,45.64,Irrigated,1857.28,2943.45
Pune,2020,Jowar,Zaid,46.05,33.8,389.1,62.1,Sandy,6.36,82.57,30.82,13.84,Rainfed,1235.12,56879.97
Pune,2020,Jowar,Zaid,35.86,25.5,469.3,81.0,Loamy,6.75,94.29,32.47,25.9,Rainfed,1909.51,68470.52
Pune,2020,Jowar,Kharif,37.18,17.7,470.8,85.5,Laterite,6.25,59.74,33.65,30.22,Partially Irrigated,1715.18,63764.28
Pune,2020,Jowar,Rabi,47.82,25.9,638.8,58.8,Sandy,6.54,31.92,21.67,41.02,Rainfed,1388.24,66385.31
Pune,2020,Jowar,Kharif,34.87,22.7,256.7,49.9,Laterite,6.88,39.88,42.82,25.2,Rainfed,1085.41,37846.32
Pune,2020,Jowar,Kharif,49.73,20.5,552.2,71.8,Laterite,6.59,66.36,60.24,37.99,Irrigated,2948.8,146649.0
Pune,2020,Jowar,Kharif,25.96,27.0,335.3,77.7,Sandy,7.12,41.04,38.81,33.48,Irrigated,1723.34,44743.97
Pune,2020,Jowar,Zaid,43.0,36.3,487.0,77.8,Sandy,6.96,60.78,47.52,27.87,Rainfed,1693.87,72832.35
Pune,2020,Maize,Zaid,26.83,30.7,862.6,81.0,Sandy,7.11,73.96,71.7,52.11,Rainfed,3032.33,81369.88
Pune,2020,Maize,Kharif,19.14,23.0,794.9,87.9,Loamy,6.24,45.9,37.94,66.12,Irrigated,3491.86,66832.93
Pune,2020,Rice,Rabi,11.85,25.6,1188.7,76.2,Loamy,6.3,62.26,61.47,41.96,Rainfed,2503.35,29657.36
Pune,2020,Rice,Zaid,4.22,24.9,1687.2,85.7,Sandy,6.98,66.34,39.1,38.47,Irrigated,3523.19,14863.74
Pune,2020,Rice,Zaid,13.16,30.9,1323.3,64.6,Clayey,6.04,133.34,32.73,44.73,Irrigated,5901.2,77643.82
Pune,2020,Rice,Rabi,16.1,21.8,2129.0,78.5,Red,5.33,107.71,56.8,38.03,Irrigated,3701.98,59594.86
Pune,2020,Rice,Rabi,19.74,29.7,1038.9,70.1,Clayey,6.28,112.47,40.55,48.62,Irrigated,4396.79,86801.24
Pune,2020,Soybean,Zaid,35.16,23.6,632.4,56.5,Black,6.76,29.36,41.88,27.25,Partially Irrigated,1771.41,62290.52
Pune,2020,Soybean,Rabi,39.07,22.2,586.6,75.3,Black,5.73,20.97,70.1,50.38,Irrigated,2544.02,99390.06
Pune,2020,Soybean,Zaid,14.45,24.1,528.3,57.9,Loamy,5.91,20.05,79.58,55.99,Irrigated,2379.24,34379.44
Pune,2020,Soybean,Zaid,39.78,20.1,480.8,57.9,Sandy,6.03,42.71,87.67,47.49,Irrigated,2668.68,106157.37
Pune,2020,Sugarcane,Rabi,48.19,25.7,2122.8,67.3,Sandy,6.76,207.85,98.24,67.94,Rainfed,53490.57,2577891.63
Pune,2020,Sugarcane,Zaid,46.63,25.6,3009.9,68.2,Laterite,7.2,194.32,57.22,96.98,Rainfed,39686.27,1850609.99
Pune,2020,Sugarcane,Zaid,41.65,34.4,2976.0,78.1,Red,7.06,117.32,63.63,83.43,Rainfed,32872.2,1369070.98
Pune,2020,Sugarcane,Zaid,25.41,32.9,2391.0,65.8,Loamy,6.0,139.62,50.61,67.46,Irrigated,50979.64,1295421.93
Pune,2020,Sugarcane,Rabi,15.2,22.5,1866.2,71.2,Sandy,6.43,198.32,129.01,98.41,Irrigated,76448.43,1161744.82
Pune,2020,Sunflower,Zaid,8.48,24.8,496.1,55.5,Laterite,6.89,80.7,42.35,68.77,Rainfed,1378.31,11684.17
Pune,2020,Sunflower,Kharif,5.67,29.5,467.2,40.0,Sandy,7.1,80.73,56.37,65.44,Partially Irrigated,1345.29,7626.76
Pune,2020,Wheat,Rabi,14.64,26.4,426.6,80.7,Red,5.89,97.0,63.22,56.64,Rainfed,1870.98,27382.08
Pune,2020,Wheat,Kharif,9.93,17.5,397.3,80.5,Loamy,7.27,153.66,91.1,42.96,Partially Irrigated,3651.66,36277.13
Pune,2020,Wheat,Kharif,42.28,22.3,392.5,78.7,Laterite,7.78,177.24,52.25,48.51,Partially Irrigated,3027.53,128013.89
Pune,2020,Wheat,Rabi,49.52,21.4,640.5,47.5,Loamy,6.41,104.19,36.86,74.97,Partially Irrigated,2856.3,141440.4
Pune,2020,Wheat,Zaid,7.39,20.5,560.8,77.2,Black,5.71,81.98,63.1,27.46,Partially Irrigated,2160.77,15976.39
Sangli,2020,Bajra,Rabi,19.49,30.7,362.8,89.3,Sandy,7.65,61.24,49.22,22.98,Partially Irrigated,1804.15,35157.54
Sangli,2020,Bajra,Zaid,27.67,30.7,606.2,85.4,Sandy,7.31,48.57,63.15,36.69,Rainfed,1830.37,50643.34
Sangli,2020,Bajra,Rabi,19.42,26.3,430.8,59.9,Sandy,6.85,41.39,55.71,20.14,Rainfed,1280.56,24862.38
Sangli,2020,Bajra,Rabi,33.66,38.6,412.4,53.1,Laterite,6.87,46.04,42.01,36.09,Irrigated,1588.66,53472.01
Sangli,2020,Bajra,Kharif,41.29,28.8,670.4,60.2,Clayey,6.96,71.86,60.92,13.21,Irrigated,1974.06,81510.13
Sangli,2020,Bajra,Zaid,48.7,31.2,447.0,84.1,Black,7.77,46.43,38.12,18.55,Irrigated,1654.85,80596.28
Sangli,2020,Cotton,Zaid,4.72,38.4,904.6,75.5,Red,7.62,95.82,26.87,34.25,Irrigated,1625.53,7678.1
Sangli,2020,Cotton,Kharif,17.07,34.1,732.3,79.0,Clayey,6.62,69.4,59.19,23.48,Partially Irrigated,1804.65,30802.39
Sangli,2020,Cotton,Zaid,34.35,30.0,1071.2,74.6,Black,5.72,89.24,10.61,34.25,Irrigated,1945.07,66815.78
Sangli,2020,Cotton,Zaid,31.94,25.5,1091.0,59.1,Clayey,6.97,95.11,39.38,54.26,Rainfed,1644.38,52519.47
Sangli,2020,Groundnut,Kharif,43.83,26.1,582.0,54.3,Red,7.02,58.1,44.57,95.52,Irrigated,3160.49,138538.26
Sangli,2020,Groundnut,Kharif,10.26,24.8,813.3,66.5,Sandy,7.27,43.78,63.34,96.16,Rainfed,1706.2,17505.28
Sangli,2020,Jowar,Zaid,20.44,26.5,570.5,52.0,Black,7.2,47.75,37.56,25.33,Rainfed,1547.4,31628.32
Sangli,2020,Jowar,Kharif,4.62,22.9,440.3,41.0,Laterite,7.39,41.54,62.01,34.5,Partially Irrigated,1884.7,8712.01
Sangli,2020,Jowar,Rabi,49.3,26.2,407.1,50.6,Black,6.83,13.03,26.18,16.09,Irrigated,1292.37,63714.51
Sangli,2020,Maize,Kharif,17.0,21.5,656.1,57.5,Loamy,6.0,91.57,76.97,59.61,Rainfed,4375.17,74363.02
Sangli,2020,Maize,Kharif,28.28,25.9,563.7,48.8,Sandy,6.99,131.18,38.35,36.55,Partially Irrigated,3705.38,104778.52
Sangli,2020,Maize,Rabi,3.78,19.3,700.6,87.4,Black,5.88,64.77,47.79,61.31,Rainfed,2952.88,11157.53
Sangli,2020,Maize,Zaid,42.6,20.2,721.8,48.9,Red,6.69,117.16,34.89,75.86,Rainfed,3067.66,130695.83
Sangli,2020,Rice,Rabi,13.84,29.3,1037.8,44.4,Red,7.02,76.66,67.58,72.47,Rainfed,3346.84,46319.33
Sangli,2020,Rice,Zaid,17.68,30.4,1561.8,86.0,Red,6.75,72.9,59.73,58.68,Partially Irrigated,4187.87,74025.8
Sangli,2020,Rice,Kharif,25.38,32.0,1618.5,41.5,Black,6.81,85.4,55.62,55.06,Irrigated,4652.46,118099.21
Sangli,2020,Rice,Zaid,41.73,26.5,887.3,48.0,Sandy,6.14,98.71,53.96,59.22,Irrigated,4498.46,187735.86
Sangli,2020,Soybean,Kharif,48.47,29.5,409.2,43.8,Red,6.54,38.7,57.16,20.0,Irrigated,2361.74,114475.71
Sangli,2020,Soybean,Zaid,40.49,30.6,207.3,71.0,Red,6.72,30.68,46.56,64.86,Partially Irrigated,1763.48,71411.39
Sangli,2020,Sugarcane,Kharif,35.43,27.6,2462.7,46.3,Black,6.92,156.6,60.39,80.36,Partially Irrigated,52397.96,1856694.33
Sangli,2020,Sugarcane,Rabi,3.76,25.8,1706.4,65.9,Sandy,6.73,61.5,96.21,61.18,Irrigated,53237.72,200435.84
Sangli,2020,Sunflower,Zaid,43.8,17.2,311.6,78.2,Laterite,6.39,83.33,62.47,61.97,Partially Irrigated,1399.18,61290.41
Sangli,2020,Sunflower,Kharif,13.69,23.7,539.0,41.1,Sandy,6.83,100.37,51.99,39.24,Irrigated,1588.34,21750.23
Sangli,2020,Sunflower,Zaid,40.14,31.2,515.6,79.5,Red,6.86,121.21,69.9,65.03,Irrigated,2012.7,80779.9
Sangli,2020,Sunflower,Rabi,34.93,23.3,447.5,76.7,Clayey,6.66,76.3,64.37,43.02,Partially Irrigated,1280.57,44732.43
Sangli,2020,Wheat,Zaid,2.62,16.6,540.3,65.6,Sandy,6.16,78.25,41.12,56.33,Partially Irrigated,2657.36,6952.25
Sangli,2020,Wheat,Zaid,35.42,21.6,444.1,68.5,Clayey,6.25,82.88,51.08,59.2,Partially Irrigated,2668.04,94506.76
Sangli,2020,Wheat,Kharif,35.96,20.6,642.3,77.6,Black,6.59,163.44,37.75,54.53,Partially Irrigated,3802.49,136724.01
Satara,2020,Bajra,Rabi,48.34,35.8,518.1,86.8,Red,7.17,60.56,47.06,15.27,Irrigated,1664.43,80453.16
Satara,2020,Bajra,Rabi,10.12,26.5,384.6,73.7,Sandy,7.79,83.81,29.45,28.33,Partially Irrigated,2050.02,20743.97
Satara,2020,Bajra,Rabi,19.02,36.4,454.1,65.1,Black,7.08,64.61,48.85,36.96,Partially Irrigated,1657.14,31520.45
Satara,2020,Bajra,Rabi,19.5,31.6,500.7,88.3,Red,7.36,32.92,45.35,31.64,Rainfed,1262.3,24614.09
Satara,2020,Bajra,Kharif,23.83,30.0,577.8,73.0,Laterite,6.96,76.7,19.96,31.7,Irrigated,1797.87,42850.47
Satara,2020,Bajra,Kharif,47.92,25.6,386.1,59.3,Clayey,6.86,63.09,45.88,38.71,Irrigated,2152.29,103141.23
Satara,2020,Groundnut,Zaid,4.05,24.2,951.5,46.7,Clayey,6.52,35.26,50.06,35.85,Rainfed,1229.08,4975.28
Satara,2020,Groundnut,Kharif,28.77,24.7,555.1,70.3,Clayey,6.04,29.78,55.25,18.12,Rainfed,1335.97,38430.65
Satara,2020,Groundnut,Kharif,2.82,22.6,704.0,59.2,Sandy,5.86,10.38,58.18,61.08,Rainfed,1150.25,3240.61
Satara,2020,Groundnut,Zaid,36.44,29.2,709.9,58.7,Red,5.57,39.47,41.8,106.93,Partially Irrigated,2574.48,93823.86
Satara,2020,Groundnut,Zaid,43.54,31.7,455.6,76.1,Laterite,5.53,23.97,37.25,88.04,Rainfed,1349.38,58754.86
Satara,2020,Jowar,Rabi,43.56,27.9,625.5,65.4,Black,6.34,20.63,42.1,32.16,Rainfed,1280.72,55791.63
Satara,2020,Jowar,Kharif,3.48,28.5,689.1,72.5,Laterite,6.79,67.87,47.78,29.69,Irrigated,2518.59,8754.55
Satara,2020,Maize,Rabi,46.57,21.0,848.2,59.5,Loamy,6.81,144.54,34.6,73.84,Irrigated,5145.56,239630.39
Satara,2020,Maize,Rabi,9.25,22.8,718.1,60.8,Black,6.03,127.94,66.69,31.44,Partially Irrigated,3578.7,33111.97
Satara,2020,Maize,Zaid,37.69,26.1,491.8,77.7,Black,5.79,105.66,81.89,40.1,Rainfed,3176.94,119732.04
Satara,2020,Maize,Rabi,33.96,30.7,946.7,79.1,Red,6.29,155.57,10.99,50.75,Irrigated,3925.42,133301.07
Satara,2020,Rice,Zaid,18.22,27.8,1274.8,72.4,Sandy,6.02,88.83,31.59,69.51,Partially Irrigated,3605.38,65681.17
Satara,2020,Rice,Kharif,48.22,26.4,1487.5,40.4,Sandy,5.95,94.9,51.4,46.18,Irrigated,5630.44,271488.09
Satara,2020,Rice,Kharif,2.74,24.5,1934.0,51.3,Clayey,6.0,111.68,73.57,42.99,Partially Irrigated,4789.9,13103.95
Satara,2020,Rice,Kharif,40.59,25.5,1598.3,88.3,Loamy,7.02,97.02,57.44,52.01,Partially Irrigated,4853.4,197003.03
Satara,2020,Rice,Rabi,18.95,25.2,789.9,54.5,Red,6.85,80.02,66.23,50.45,Irrigated,4717.12,89390.54
Satara,2020,Rice,Kharif,47.93,22.8,1568.8,56.7,Black,5.56,98.35,52.84,62.71,Partially Irrigated,5263.97,252308.9
Satara,2020,Soybean,Kharif,37.2,25.3,544.5,66.6,Sandy,5.63,35.24,68.61,56.76,Rainfed,2091.78,77823.69
Satara,2020,Soybean,Rabi,39.25,20.8,586.4,86.7,Loamy,6.46,30.77,71.16,39.76,Irrigated,2428.39,95309.72
Satara,2020,Sugarcane,Kharif,13.91,27.9,1303.0,69.7,Loamy,5.95,217.0,82.52,85.9,Irrigated,59762.75,831452.27
Satara,2020,Sugarcane,Kharif,31.2,17.8,1613.0,77.0,Clayey,6.26,203.15,70.93,71.59,Partially Irrigated,42752.02,1333712.94
Satara,2020,Sugarcane,Zaid,28.66,29.3,2168.2,59.0,Sandy,7.14,140.31,96.23,96.07,Rainfed,55500.99,1590737.96
Satara,2020,Sugarcane,Kharif,33.79,31.2,2164.7,74.6,Black,6.83,187.51,76.16,119.12,Rainfed,59378.38,2006312.75
Satara,2020,Sunflower,Zaid,7.23,25.8,443.2,64.7,Loamy,7.21,86.83,46.0,75.14,Partially Irrigated,1834.39,13271.64
Satara,2020,Sunflower,Zaid,41.12,15.7,627.5,76.0,Black,6.68,85.95,51.39,34.58,Rainfed,758.25,31176.96
Satara,2020,Wheat,Kharif,48.81,23.1,697.9,59.6,Clayey,7.78,114.75,67.4,52.04,Partially Irrigated,2697.99,131687.47
Satara,2020,Wheat,Rabi,40.94,15.4,669.6,55.9,Black,7.48,122.86,65.9,63.66,Rainfed,2738.06,112105.48
Satara,2020,Wheat,Kharif,16.32,15.4,578.2,81.8,Black,6.02,76.59,83.47,43.85,Rainfed,1971.15,32177.86
Solapur,2020,Bajra,Zaid,48.45,23.4,678.0,67.6,Black,7.13,43.22,54.17,28.73,Irrigated,1614.22,78208.32
Solapur,2020,Bajra,Zaid,5.77,28.6,573.9,62.4,Clayey,6.76,71.6,21.13,22.33,Irrigated,1528.04,8818.2
Solapur,2020,Bajra,Rabi,8.21,23.5,298.1,76.8,Red,7.51,64.81,22.66,39.26,Rainfed,1385.0,11367.24
Solapur,2020,Bajra,Rabi,29.75,33.4,385.3,79.6,Red,7.55,67.88,57.26,35.41,Irrigated,2794.36,83122.64
Solapur,2020,Bajra,Rabi,5.6,27.9,431.8,66.1,Red,7.08,35.26,14.68,30.48,Partially Irrigated,1087.93,6092.71
