Taluka,Latitude,Longitude,Elevation_m,Year,Month,Temperature_C,Temp_Max_C,Temp_Min_C,Humidity_pct,Rain_mm_per_day,Solar_Radiation_MJ_m2_day,Wind_Speed_m_s,Soil_Moisture_Topsoil_frac,Soil_Moisture_Rootzone_frac
Kagal,16.4403,74.249,557.0,2018,2,24.9,36.85,12.47,31.65,0.01,20.81,1.93,0.24,0.51
Kagal,16.4403,74.249,557.0,2018,3,27.94,39.64,16.85,40.44,0.18,22.02,1.9,0.19,0.5
Kagal,16.4403,74.249,557.0,2018,4,30.13,41.48,18.78,42.52,0.31,24.03,2.25,0.21,0.5
Kagal,16.4403,74.249,557.0,2018,5,28.4,41.8,20.05,63.01,2.24,22.2,2.81,0.42,0.53
Kagal,16.4403,74.249,557.0,2018,6,24.88,33.72,20.54,85.25,12.52,15.86,4.3,0.75,0.71
Kagal,16.4403,74.249,557.0,2018,7,23.45,28.09,20.08,90.16,13.91,12.03,5.58,0.89,0.9
Kagal,16.4403,74.249,557.0,2018,8,22.95,27.35,20.19,89.83,7.43,12.8,5.26,0.88,0.9
Kagal,16.4403,74.249,557.0,2018,9,23.34,29.9,17.77,85.08,4.42,19.86,2.28,0.83,0.83
Kagal,16.4403,74.249,557.0,2018,10,24.07,31.92,14.09,71.51,1.25,19.72,1.7,0.76,0.76
Kagal,16.4403,74.249,557.0,2018,11,23.29,32.3,13.15,61.14,0.65,17.95,1.91,0.6,0.62
Kagal,16.4403,74.249,557.0,2018,12,21.95,32.44,10.65,52.77,0.06,16.69,2.01,0.43,0.55
Kagal,16.4403,74.249,557.0,2018,13,24.76,41.8,10.65,63.46,3.6,18.47,2.82,0.55,0.66
Kagal,16.4403,74.249,557.0,2019,1,21.94,33.31,10.84,36.45,0.0,18.83,2.12,0.26,0.51
Kagal,16.4403,74.249,557.0,2019,2,25.19,38.36,11.06,36.8,0.0,22.1,2.11,0.15,0.5
Kagal,16.4403,74.249,557.0,2019,3,27.66,41.18,13.92,38.93,0.22,24.41,2.22,0.14,0.5
Kagal,16.4403,74.249,557.0,2019,4,30.27,42.75,18.59,44.29,0.39,24.75,2.47,0.25,0.51
Kagal,16.4403,74.249,557.0,2019,5,29.89,42.91,20.39,51.26,0.05,25.63,3.54,0.17,0.5
Kagal,16.4403,74.249,557.0,2019,6,26.91,40.75,21.39,73.74,9.62,17.72,4.01,0.51,0.57
Kagal,16.4403,74.249,557.0,2019,7,24.14,29.29,21.29,90.32,19.0,14.33,4.75,0.9,0.89
Kagal,16.4403,74.249,557.0,2019,8,23.48,27.91,20.51,91.55,22.92,13.94,4.86,0.94,0.96
Kagal,16.4403,74.249,557.0,2019,9,23.43,28.75,19.53,91.01,10.14,14.34,3.59,0.92,0.95
Kagal,16.4403,74.249,557.0,2019,10,23.33,28.85,18.06,88.61,8.6,15.73,1.91,0.92,0.94
Kagal,16.4403,74.249,557.0,2019,11,22.03,28.94,14.72,83.3,0.31,17.27,2.06,0.86,0.87
Kagal,16.4403,74.249,557.0,2019,12,21.91,29.14,15.49,78.58,0.09,15.39,2.09,0.73,0.71
Kagal,16.4403,74.249,557.0,2019,13,25.01,42.91,10.84,67.25,6.0,18.68,2.98,0.57,0.7
Kagal,16.4403,74.249,557.0,2020,1,21.64,33.09,11.57,66.78,0.0,17.83,1.86,0.56,0.59
Kagal,16.4403,74.249,557.0,2020,2,24.47,36.35,12.16,46.96,0.02,20.73,2.04,0.38,0.53
Kagal,16.4403,74.249,557.0,2020,3,27.31,40.24,15.59,46.76,0.34,23.32,2.32,0.26,0.51
Kagal,16.4403,74.249,557.0,2020,4,29.95,40.98,18.41,47.84,1.23,24.15,2.23,0.34,0.51
Kagal,16.4403,74.249,557.0,2020,5,30.25,42.3,22.06,55.71,1.37,23.69,2.97,0.34,0.51
Kagal,16.4403,74.249,557.0,2020,6,24.9,31.44,20.56,84.43,12.09,17.11,3.93,0.75,0.71
Kagal,16.4403,74.249,557.0,2020,7,23.85,28.65,20.58,89.35,12.18,14.89,3.85,0.89,0.89
Kagal,16.4403,74.249,557.0,2020,8,23.58,27.86,20.53,92.14,18.02,12.62,4.79,0.94,0.95
Kagal,16.4403,74.249,557.0,2020,9,23.63,30.39,19.91,90.18,9.75,16.03,2.69,0.92,0.95
Kagal,16.4403,74.249,557.0,2020,10,23.4,29.39,16.54,88.19,8.24,15.29,1.82,0.92,0.94
Kagal,16.4403,74.249,557.0,2020,11,22.02,28.33,13.28,82.37,0.01,17.18,2.4,0.83,0.83
Kagal,16.4403,74.249,557.0,2020,12,20.96,30.06,10.89,72.52,0.04,17.33,2.19,0.68,0.67
Kagal,16.4403,74.249,557.0,2020,13,24.66,42.3,10.89,72.03,5.3,18.33,2.76,0.65,0.72
Kagal,16.4403,74.249,557.0,2021,1,23.28,33.37,14.62,65.3,0.29,16.84,1.51,0.53,0.58
Kagal,16.4403,74.249,557.0,2021,2,24.01,36.83,13.26,48.38,0.25,20.51,2.12,0.39,0.52
Kagal,16.4403,74.249,557.0,2021,3,28.72,40.52,16.68,37.52,0.03,23.04,1.84,0.19,0.5
Kagal,16.4403,74.249,557.0,2021,4,29.26,40.43,17.94,49.46,1.39,23.31,2.12,0.32,0.51
Kagal,16.4403,74.249,557.0,2021,5,27.38,38.03,21.44,70.98,6.0,20.4,3.0,0.57,0.58
Kagal,16.4403,74.249,557.0,2021,6,24.5,31.95,20.66,86.7,14.5,16.35,3.85,0.81,0.79
Kagal,16.4403,74.249,557.0,2021,7,23.65,28.39,20.89,91.15,22.69,13.98,4.67,0.92,0.92
Kagal,16.4403,74.249,557.0,2021,8,23.34,28.46,19.27,88.95,3.85,15.46,3.48,0.89,0.91
Kagal,16.4403,74.249,557.0,2021,9,23.34,28.35,17.69,90.1,6.41,14.82,3.58,0.87,0.88
Kagal,16.4403,74.249,557.0,2021,10,23.87,29.79,15.84,84.13,3.61,18.62,1.75,0.84,0.85
Kagal,16.4403,74.249,557.0,2021,11,23.26,30.01,14.96,81.23,2.0,14.11,2.05,0.75,0.73
Kagal,16.4403,74.249,557.0,2021,12,21.11,28.81,11.7,77.18,2.2,15.55,1.78,0.72,0.71
Kagal,16.4403,74.249,557.0,2021,13,24.64,40.52,11.7,72.74,5.3,17.73,2.65,0.65,0.71
Kagal,16.4403,74.249,557.0,2022,1,20.44,32.84,10.15,65.69,0.02,18.03,1.94,0.54,0.59
Kagal,16.4403,74.249,557.0,2022,2,23.63,36.22,12.75,50.26,0.0,21.26,1.86,0.37,0.53
Kagal,16.4403,74.249,557.0,2022,3,28.38,40.92,17.23,42.63,0.35,21.01,2.05,0.25,0.51
Kagal,16.4403,74.249,557.0,2022,4,29.16,40.83,19.52,52.35,1.53,22.07,1.91,0.39,0.52
Kagal,16.4403,74.249,557.0,2022,5,28.15,40.41,20.86,64.97,2.19,20.66,3.65,0.41,0.53
Kagal,16.4403,74.249,557.0,2022,6,25.25,33.81,20.77,79.56,7.31,18.17,3.62,0.62,0.61
Kagal,16.4403,74.249,557.0,2022,7,23.61,29.43,20.82,89.77,14.76,12.85,4.74,0.88,0.88
Kagal,16.4403,74.249,557.0,2022,8,23.24,29.13,20.13,90.46,11.56,14.18,4.28,0.92,0.93
Kagal,16.4403,74.249,557.0,2022,9,23.25,29.92,18.4,90.17,7.66,16.2,2.74,0.91,0.92
Kagal,16.4403,74.249,557.0,2022,10,22.69,29.25,14.1,84.57,6.18,16.48,1.82,0.88,0.9
Kagal,16.4403,74.249,557.0,2022,11,21.33,29.05,11.55,78.57,0.05,17.04,2.16,0.78,0.77
Kagal,16.4403,74.249,557.0,2022,12,22.34,32.02,11.59,69.24,0.06,16.24,2.06,0.63,0.63
Kagal,16.4403,74.249,557.0,2022,13,24.29,40.92,10.15,71.65,4.34,17.81,2.74,0.63,0.69
Kagal,16.4403,74.249,557.0,2023,1,22.06,32.95,11.07,51.88,0.0,18.75,1.72,0.43,0.55
Kagal,16.4403,74.249,557.0,2023,2,25.36,37.5,14.99,25.67,0.0,22.15,2.4,0.25,0.51
Kagal,16.4403,74.249,557.0,2023,3,26.72,38.61,14.91,38.86,0.02,23.6,2.52,0.15,0.5
Kagal,16.4403,74.249,557.0,2023,4,29.08,41.2,16.52,45.42,0.46,24.12,2.2,0.24,0.51
Kagal,16.4403,74.249,557.0,2023,5,29.25,40.3,19.96,55.47,0.98,24.36,2.82,0.33,0.51
Kagal,16.4403,74.249,557.0,2023,6,27.04,37.55,21.34,71.68,4.2,20.98,4.32,0.47,0.53
Kagal,16.4403,74.249,557.0,2023,7,23.89,28.97,21.19,88.97,19.04,11.97,5.46,0.83,0.8
Kagal,16.4403,74.249,557.0,2023,8,23.65,29.7,19.76,88.29,3.0,17.02,3.7,0.85,0.87
Kagal,16.4403,74.249,557.0,2023,9,23.85,30.24,19.76,88.27,6.58,15.75,3.23,0.81,0.81
Kagal,16.4403,74.249,557.0,2023,10,24.21,31.44,15.69,76.18,1.17,18.03,1.9,0.78,0.79
Kagal,16.4403,74.249,557.0,2023,11,23.86,31.59,15.53,74.17,1.25,15.31,1.9,0.66,0.66
Kagal,16.4403,74.249,557.0,2023,12,23.0,33.24,14.52,56.67,0.05,16.12,2.44,0.48,0.57
Kagal,16.4403,74.249,557.0,2023,13,25.15,41.2,11.07,63.7,3.09,18.99,2.89,0.53,0.64
Karvir,16.648,74.1852,606.0,1997,1,21.46,32.9,9.19,53.31,0.05,17.87,1.98,0.41,0.54
Karvir,16.648,74.1852,606.0,1997,2,23.1,37.57,11.92,34.66,0.0,21.9,2.05,0.23,0.51
Karvir,16.648,74.1852,606.0,1997,3,27.83,39.78,16.07,38.64,0.17,23.37,2.16,0.16,0.5
Karvir,16.648,74.1852,606.0,1997,4,27.95,38.73,16.27,47.35,0.47,24.02,2.4,0.25,0.51
Karvir,16.648,74.1852,606.0,1997,5,28.82,40.56,19.27,52.52,0.19,24.19,3.47,0.24,0.51
Karvir,16.648,74.1852,606.0,1997,6,25.18,34.35,20.61,79.58,11.3,16.76,4.54,0.63,0.63
Karvir,16.648,74.1852,606.0,1997,7,23.67,28.12,20.83,88.99,13.26,15.25,5.63,0.87,0.88
Karvir,16.648,74.1852,606.0,1997,8,23.01,27.44,19.89,90.77,12.83,15.04,5.17,0.91,0.93
Karvir,16.648,74.1852,606.0,1997,9,23.09,29.11,18.45,86.65,1.51,19.44,2.53,0.82,0.83
Karvir,16.648,74.1852,606.0,1997,10,24.58,32.21,18.42,77.41,1.48,19.06,1.38,0.7,0.69
Karvir,16.648,74.1852,606.0,1997,11,23.85,31.47,18.06,78.02,1.45,17.2,1.65,0.63,0.63
Karvir,16.648,74.1852,606.0,1997,12,22.33,31.38,12.29,72.13,1.36,17.11,1.71,0.57,0.59
Karvir,16.648,74.1852,606.0,1997,13,24.58,40.56,9.19,66.86,3.7,19.25,2.9,0.54,0.65
Karvir,16.648,74.1852,606.0,1998,1,22.55,34.75,12.34,55.5,0.0,18.38,2.16,0.4,0.53
Karvir,16.648,74.1852,606.0,1998,2,24.06,37.06,12.08,44.7,0.03,21.11,2.43,0.21,0.51
Karvir,16.648,74.1852,606.0,1998,3,27.21,41.05,14.16,43.89,0.0,23.77,2.47,0.14,0.5
Karvir,16.648,74.1852,606.0,1998,4,31.0,42.68,20.52,41.72,0.08,24.13,2.62,0.11,0.5
Karvir,16.648,74.1852,606.0,1998,5,29.96,42.97,21.04,57.55,1.42,23.42,3.19,0.36,0.52
Karvir,16.648,74.1852,606.0,1998,6,26.06,41.03,21.02,77.31,12.39,17.91,4.41,0.6,0.62
Karvir,16.648,74.1852,606.0,1998,7,23.88,28.84,19.87,88.77,9.96,15.15,4.74,0.86,0.86
Karvir,16.648,74.1852,606.0,1998,8,23.86,29.04,20.67,90.28,9.46,15.29,3.76,0.9,0.91
Karvir,16.648,74.1852,606.0,1998,9,23.48,29.2,20.27,90.25,7.2,15.98,3.0,0.9,0.92
Karvir,16.648,74.1852,606.0,1998,10,22.86,29.23,15.19,87.58,2.97,16.85,2.2,0.86,0.87
Karvir,16.648,74.1852,606.0,1998,11,21.17,29.18,11.14,78.37,1.25,18.8,1.92,0.77,0.76
Karvir,16.648,74.1852,606.0,1998,12,19.28,29.89,10.36,62.97,0.04,17.88,2.82,0.6,0.63
Karvir,16.648,74.1852,606.0,1998,13,24.61,42.97,10.36,68.39,3.75,19.04,2.98,0.56,0.68
Karvir,16.648,74.1852,606.0,1999,1,20.84,33.34,10.94,47.86,0.0,19.98,2.17,0.41,0.55
Karvir,16.648,74.1852,606.0,1999,2,25.87,37.97,12.76,36.68,0.08,22.53,2.24,0.27,0.51
Karvir,16.648,74.1852,606.0,1999,3,28.68,41.75,17.14,34.88,0.0,25.6,2.1,0.14,0.5
Karvir,16.648,74.1852,606.0,1999,4,29.31,42.76,19.0,50.49,0.0,26.13,2.97,0.1,0.5
Karvir,16.648,74.1852,606.0,1999,5,26.7,42.29,20.97,68.48,3.46,21.17,3.22,0.39,0.54
Karvir,16.648,74.1852,606.0,1999,6,24.23,33.45,19.57,84.04,11.3,16.55,4.97,0.73,0.71
Karvir,16.648,74.1852,606.0,1999,7,23.46,28.38,21.01,89.47,13.06,14.48,5.33,0.87,0.87
Karvir,16.648,74.1852,606.0,1999,8,23.02,27.77,19.83,88.7,2.88,15.09,4.25,0.85,0.86
Karvir,16.648,74.1852,606.0,1999,9,23.14,30.04,18.5,86.84,3.04,17.69,2.98,0.79,0.79
Karvir,16.648,74.1852,606.0,1999,10,23.61,30.86,14.86,79.44,3.22,18.35,1.96,0.76,0.74
Karvir,16.648,74.1852,606.0,1999,11,22.35,32.48,12.26,60.3,0.03,19.69,2.24,0.57,0.61
Karvir,16.648,74.1852,606.0,1999,12,21.52,32.13,11.11,45.78,0.0,19.19,2.27,0.4,0.53
Karvir,16.648,74.1852,606.0,1999,13,24.38,42.76,10.94,64.58,3.11,19.68,3.06,0.53,0.64
Karvir,16.648,74.1852,606.0,2000,1,23.52,36.08,11.9,34.94,0.01,19.66,2.3,0.22,0.51
Karvir,16.648,74.1852,606.0,2000,2,23.67,35.79,12.62,49.38,0.12,22.51,2.38,0.16,0.5
Karvir,16.648,74.1852,606.0,2000,3,26.99,39.85,15.27,38.04,0.01,24.93,2.14,0.15,0.5
Karvir,16.648,74.1852,606.0,2000,4,29.64,42.55,18.46,49.47,0.45,26.31,2.98,0.24,0.51
Karvir,16.648,74.1852,606.0,2000,5,27.2,42.9,20.87,66.7,2.91,22.55,3.68,0.41,0.53
Karvir,16.648,74.1852,606.0,2000,6,24.33,32.32,20.32,84.85,7.17,16.09,4.4,0.71,0.68
Karvir,16.648,74.1852,606.0,2000,7,23.16,28.67,19.77,87.9,10.34,16.34,5.27,0.84,0.84
Karvir,16.648,74.1852,606.0,2000,8,23.03,28.84,19.9,88.54,7.86,15.09,4.41,0.83,0.83
Karvir,16.648,74.1852,606.0,2000,9,23.92,31.14,18.9,85.27,3.59,18.26,2.53,0.82,0.83
Karvir,16.648,74.1852,606.0,2000,10,24.01,31.39,15.73,76.47,2.48,18.95,1.22,0.78,0.77
Karvir,16.648,74.1852,606.0,2000,11,22.56,32.08,13.74,63.03,0.24,19.11,2.1,0.62,0.64
Karvir,16.648,74.1852,606.0,2000,12,21.27,32.76,11.59,42.28,0.31,18.02,2.61,0.42,0.55
Karvir,16.648,74.1852,606.0,2000,13,24.44,42.9,11.59,63.91,2.97,19.8,3.01,0.52,0.64
Karvir,16.648,74.1852,606.0,2001,1,23.3,35.07,12.71,42.89,0.06,18.04,1.92,0.34,0.52
Karvir,16.648,74.1852,606.0,2001,2,25.3,38.36,13.7,31.84,0.0,22.85,1.83,0.15,0.5
Karvir,16.648,74.1852,606.0,2001,3,26.28,39.22,15.13,45.49,0.0,24.88,2.6,0.11,0.5
Karvir,16.648,74.1852,606.0,2001,4,29.37,41.0,17.2,47.84,0.67,24.17,2.23,0.26,0.51
Karvir,16.648,74.1852,606.0,2001,5,28.06,43.07,20.68,61.14,1.61,24.75,4.0,0.29,0.51
Karvir,16.648,74.1852,606.0,2001,6,24.6,33.18,20.86,80.79,5.96,17.39,5.61,0.63,0.62
Karvir,16.648,74.1852,606.0,2001,7,23.62,28.94,19.76,85.38,7.51,14.44,5.51,0.75,0.72
Karvir,16.648,74.1852,606.0,2001,8,23.11,27.79,20.22,88.31,6.53,14.41,4.74,0.82,0.82
Karvir,16.648,74.1852,606.0,2001,9,23.63,30.21,19.23,85.36,2.81,18.55,2.58,0.76,0.76
Karvir,16.648,74.1852,606.0,2001,10,23.13,30.88,14.51,79.67,1.92,18.21,2.35,0.74,0.72
Karvir,16.648,74.1852,606.0,2001,11,23.28,32.82,13.76,64.88,0.37,18.9,2.39,0.55,0.59
Karvir,16.648,74.1852,606.0,2001,12,22.15,32.88,13.09,48.42,0.02,17.93,2.65,0.39,0.53
Karvir,16.648,74.1852,606.0,2001,13,24.64,43.07,12.71,63.69,2.31,19.52,3.21,0.48,0.61
Karvir,16.648,74.1852,606.0,2002,1,22.23,35.1,10.67,46.7,0.02,19.38,2.43,0.22,0.51
Karvir,16.648,74.1852,606.0,2002,2,25.76,37.28,15.73,39.35,0.0,21.33,1.98,0.15,0.5
Karvir,16.648,74.1852,606.0,2002,3,28.34,40.95,17.03,39.69,0.02,24.16,2.17,0.12,0.5
Karvir,16.648,74.1852,606.0,2002,4,30.59,42.66,19.27,44.01,0.18,25.18,2.41,0.17,0.5
Karvir,16.648,74.1852,606.0,2002,5,28.6,42.47,20.41,62.94,1.03,24.57,3.71,0.35,0.51
Karvir,16.648,74.1852,606.0,2002,6,25.22,35.13,21.73,82.32,9.79,16.3,4.44,0.68,0.66
Karvir,16.648,74.1852,606.0,2002,7,24.11,29.52,20.85,84.64,3.61,15.9,5.23,0.74,0.73
Karvir,16.648,74.1852,606.0,2002,8,23.33,29.39,19.66,86.98,7.64,14.19,4.95,0.8,0.79
Karvir,16.648,74.1852,606.0,2002,9,23.57,32.86,18.29,83.22,1.35,20.52,2.86,0.73,0.74
Karvir,16.648,74.1852,606.0,2002,10,24.57,34.19,16.44,74.83,3.43,18.18,2.06,0.68,0.67
Karvir,16.648,74.1852,606.0,2002,11,23.78,34.39,14.89,56.0,0.15,19.27,1.98,0.5,0.58
Karvir,16.648,74.1852,606.0,2002,12,22.77,33.98,13.45,44.59,0.01,18.09,2.01,0.33,0.52
Karvir,16.648,74.1852,606.0,2002,13,25.23,42.66,10.67,62.25,2.28,19.74,3.03,0.46,0.6
Karvir,16.648,74.1852,606.0,2003,1,23.93,35.74,12.35,43.14,0.0,18.13,1.88,0.19,0.5
Karvir,16.648,74.1852,606.0,2003,2,26.13,38.0,15.42,40.16,0.06,22.06,1.91,0.16,0.5
Karvir,16.648,74.1852,606.0,2003,3,28.25,40.02,16.53,40.14,0.3,23.73,2.13,0.19,0.5
Karvir,16.648,74.1852,606.0,2003,4,30.26,41.83,18.67,43.57,0.87,24.85,2.29,0.27,0.51
Karvir,16.648,74.1852,606.0,2003,5,29.59,41.72,19.2,54.84,0.24,26.34,3.91,0.24,0.51
Karvir,16.648,74.1852,606.0,2003,6,26.14,40.77,20.69,76.2,7.46,18.8,4.65,0.49,0.59
Karvir,16.648,74.1852,606.0,2003,7,24.07,28.75,21.05,87.74,6.73,15.2,4.87,0.79,0.78
Karvir,16.648,74.1852,606.0,2003,8,23.76,28.76,20.94,87.19,3.95,15.08,4.47,0.78,0.78
Karvir,16.648,74.1852,606.0,2003,9,23.7,31.67,19.5,84.7,1.77,18.07,3.5,0.73,0.72
Karvir,16.648,74.1852,606.0,2003,10,24.3,32.37,14.77,75.47,2.13,18.95,1.75,0.66,0.65
Karvir,16.648,74.1852,606.0,2003,11,24.08,33.68,14.0,56.88,0.07,18.85,2.23,0.46,0.56
Karvir,16.648,74.1852,606.0,2003,12,22.61,33.22,12.79,42.54,0.03,18.66,2.35,0.3,0.51
Karvir,16.648,74.1852,606.0,2003,13,25.56,41.83,12.35,61.17,1.98,19.87,3.0,0.44,0.59
Karvir,16.648,74.1852,606.0,2004,1,22.74,34.34,12.83,45.95,0.0,19.27,2.06,0.19,0.5
Karvir,16.648,74.1852,606.0,2004,2,25.28,38.05,13.23,35.4,0.02,22.55,1.91,0.14,0.5
Karvir,16.648,74.1852,606.0,2004,3,29.1,41.07,18.99,39.96,0.01,25.04,2.03,0.11,0.5
Karvir,16.648,74.1852,606.0,2004,4,29.6,42.28,18.74,47.2,0.42,25.99,2.62,0.21,0.5
Karvir,16.648,74.1852,606.0,2004,5,27.2,40.58,20.66,68.36,3.18,21.8,3.57,0.49,0.54
Karvir,16.648,74.1852,606.0,2004,6,24.43,32.08,21.0,84.95,9.58,17.08,4.92,0.74,0.71
Karvir,16.648,74.1852,606.0,2004,7,23.73,29.75,20.81,86.75,5.99,15.71,4.48,0.77,0.75
Karvir,16.648,74.1852,606.0,2004,8,23.1,28.38,19.72,88.54,8.01,14.81,5.49,0.86,0.87
Karvir,16.648,74.1852,606.0,2004,9,23.56,30.55,19.04,85.92,3.57,17.19,2.48,0.8,0.8
Karvir,16.648,74.1852,606.0,2004,10,23.39,31.57,14.96,76.58,0.83,20.23,2.42,0.71,0.71
Karvir,16.648,74.1852,606.0,2004,11,23.02,32.49,13.35,59.79,0.45,18.4,2.52,0.52,0.59
Karvir,16.648,74.1852,606.0,2004,12,21.66,32.72,11.7,43.92,0.0,19.21,2.57,0.36,0.53
Karvir,16.648,74.1852,606.0,2004,13,24.73,42.28,11.7,63.7,2.68,19.76,3.1,0.49,0.63
Karvir,16.648,74.1852,606.0,2005,1,23.2,35.11,11.83,42.29,0.03,18.59,1.96,0.19,0.5
Karvir,16.648,74.1852,606.0,2005,2,25.21,38.68,13.09,40.01,0.0,22.64,2.13,0.15,0.5
Karvir,16.648,74.1852,606.0,2005,3,27.44,40.89,14.59,41.38,0.04,24.88,2.23,0.14,0.5
Karvir,16.648,74.1852,606.0,2005,4,29.16,40.44,18.78,47.91,0.84,23.3,2.05,0.28,0.51
Karvir,16.648,74.1852,606.0,2005,5,28.6,42.19,19.23,58.39,1.42,24.97,3.22,0.36,0.52
Karvir,16.648,74.1852,606.0,2005,6,25.64,36.37,21.74,80.37,9.33,18.19,4.58,0.63,0.61
Karvir,16.648,74.1852,606.0,2005,7,23.96,28.38,21.23,89.35,14.32,13.57,5.09,0.85,0.83
Karvir,16.648,74.1852,606.0,2005,8,23.27,27.91,20.09,90.65,8.69,14.36,4.58,0.91,0.93
Karvir,16.648,74.1852,606.0,2005,9,23.4,29.65,19.37,90.37,7.96,14.77,3.57,0.89,0.91
Karvir,16.648,74.1852,606.0,2005,10,23.05,29.89,14.71,83.07,3.2,18.54,1.85,0.86,0.87
Karvir,16.648,74.1852,606.0,2005,11,20.02,28.99,11.77,71.06,0.03,19.47,2.54,0.73,0.72
Karvir,16.648,74.1852,606.0,2005,12,20.44,30.5,11.2,59.3,0.0,18.32,2.3,0.54,0.6
Karvir,16.648,74.1852,606.0,2005,13,24.44,42.19,11.2,66.33,3.85,19.28,3.01,0.55,0.67
Karvir,16.648,74.1852,606.0,2006,1,22.01,34.39,10.66,42.83,0.0,19.95,2.37,0.38,0.53
Karvir,16.648,74.1852,606.0,2006,2,25.26,38.19,13.4,33.4,0.0,23.18,2.12,0.19,0.5
Karvir,16.648,74.1852,606.0,2006,3,26.81,40.05,15.02,46.86,0.43,24.13,2.22,0.24,0.51
Karvir,16.648,74.1852,606.0,2006,4,29.21,41.01,18.88,46.88,0.08,25.45,2.89,0.16,0.5
Karvir,16.648,74.1852,606.0,2006,5,28.63,41.32,21.17,60.53,7.87,23.12,3.52,0.33,0.53
Karvir,16.648,74.1852,606.0,2006,6,24.46,30.01,20.59,86.88,9.98,18.53,3.82,0.82,0.8
Karvir,16.648,74.1852,606.0,2006,7,23.33,27.63,20.46,89.47,10.39,13.43,6.12,0.88,0.9
Karvir,16.648,74.1852,606.0,2006,8,22.78,27.66,19.77,90.73,9.73,13.88,5.02,0.91,0.92
Karvir,16.648,74.1852,606.0,2006,9,23.62,30.48,19.53,89.07,6.34,17.59,2.7,0.86,0.87
Karvir,16.648,74.1852,606.0,2006,10,23.7,30.52,17.62,80.94,3.0,18.21,2.33,0.83,0.84
Karvir,16.648,74.1852,606.0,2006,11,22.45,29.87,14.98,79.1,1.24,16.33,2.25,0.72,0.7
Karvir,16.648,74.1852,606.0,2006,12,20.84,31.08,11.41,60.45,0.0,18.22,2.39,0.55,0.6
Karvir,16.648,74.1852,606.0,2006,13,24.41,41.32,10.66,67.45,4.12,19.3,3.16,0.57,0.68
Karvir,16.648,74.1852,606.0,2007,1,22.55,34.06,12.01,44.88,0.0,19.34,1.78,0.39,0.53
Karvir,16.648,74.1852,606.0,2007,2,24.3,36.75,12.6,46.78,0.0,22.21,2.11,0.21,0.51
Karvir,16.648,74.1852,606.0,2007,3,28.26,40.47,15.95,40.51,0.0,23.51,2.14,0.13,0.5
Karvir,16.648,74.1852,606.0,2007,4,30.16,41.86,19.23,45.96,0.46,24.51,2.24,0.22,0.51
Karvir,16.648,74.1852,606.0,2007,5,28.27,41.42,20.71,62.77,1.62,24.42,3.49,0.39,0.52
Karvir,16.648,74.1852,606.0,2007,6,25.49,36.83,20.74,81.66,16.0,16.36,4.61,0.65,0.64
Karvir,16.648,74.1852,606.0,2007,7,23.91,28.76,20.5,89.69,9.18,14.69,4.98,0.89,0.91
Karvir,16.648,74.1852,606.0,2007,8,23.37,27.98,20.6,90.54,11.0,15.1,4.58,0.9,0.92
Karvir,16.648,74.1852,606.0,2007,9,23.41,29.22,19.44,89.89,7.3,15.41,3.19,0.89,0.91
Karvir,16.648,74.1852,606.0,2007,10,23.22,30.12,15.37,78.63,0.81,18.01,1.94,0.81,0.82
Karvir,16.648,74.1852,606.0,2007,11,21.21,29.64,10.41,68.83,0.72,19.35,2.2,0.68,0.69
Karvir,16.648,74.1852,606.0,2007,12,22.12,33.19,12.97,57.98,0.01,17.42,2.27,0.48,0.58
Karvir,16.648,74.1852,606.0,2007,13,24.69,41.86,10.41,66.62,3.93,19.17,2.97,0.56,0.67
Karvir,16.648,74.1852,606.0,2008,1,21.8,33.66,10.53,43.76,0.0,19.83,2.08,0.33,0.52
Karvir,16.648,74.1852,606.0,2008,2,23.78,36.48,11.34,43.66,0.25,20.87,2.02,0.24,0.51
Karvir,16.648,74.1852,606.0,2008,3,26.87,37.63,16.66,47.03,1.49,22.24,1.8,0.32,0.52
Karvir,16.648,74.1852,606.0,2008,4,28.79,41.12,15.63,50.35,0.53,25.36,2.31,0.34,0.51
Karvir,16.648,74.1852,606.0,2008,5,27.77,39.98,20.44,62.4,2.01,25.89,3.81,0.3,0.52
Karvir,16.648,74.1852,606.0,2008,6,24.71,33.67,20.87,83.4,6.52,16.64,5.07,0.68,0.65
Karvir,16.648,74.1852,606.0,2008,7,24.14,29.64,21.08,84.85,5.2,16.0,4.83,0.71,0.68
Karvir,16.648,74.1852,606.0,2008,8,23.4,29.83,19.29,88.56,9.31,14.72,4.14,0.84,0.83
Karvir,16.648,74.1852,606.0,2008,9,23.25,30.71,17.92,87.81,6.3,16.38,3.04,0.85,0.85
Karvir,16.648,74.1852,606.0,2008,10,23.43,31.08,14.13,75.94,1.04,20.27,2.19,0.76,0.76
Karvir,16.648,74.1852,606.0,2008,11,22.86,33.05,14.4,65.18,0.58,17.54,2.61,0.57,0.61
Karvir,16.648,74.1852,606.0,2008,12,22.14,32.18,11.69,54.95,0.15,17.77,2.25,0.46,0.55
Karvir,16.648,74.1852,606.0,2008,13,24.41,41.12,10.53,65.71,2.79,19.46,3.02,0.53,0.63
Karvir,16.648,74.1852,606.0,2009,1,23.35,36.48,12.81,42.6,0.0,19.74,2.13,0.29,0.51
