District_Name,Year,Month,Temperature_C,Humidity_pct,Rain_mm_per_day
Jalna,2014,10,24.57,67.44,0.68
Jalna,2014,11,22.8,58.17,1.23
Jalna,2014,12,19.71,43.32,0.49
Jalna,2014,13,25.69,54.73,1.88
Jalna,2015,1,19.87,48.11,0.55
Jalna,2015,2,23.95,29.16,0.43
Jalna,2015,3,25.73,45.12,1.89
Jalna,2015,4,29.73,36.47,1.07
Jalna,2015,5,33.06,34.31,0.49
Jalna,2015,6,28.37,66.33,7.41
Jalna,2015,7,26.89,71.94,1.3
Jalna,2015,8,26.01,76.42,4.36
Jalna,2015,9,25.38,77.07,7.93
Jalna,2015,10,25.95,63.98,0.86
Jalna,2015,11,24.77,50.12,0.15
Jalna,2015,12,22.84,28.06,0.0
Jalna,2015,13,26.05,52.39,2.2
Jalna,2016,1,21.61,27.11,0.0
Jalna,2016,2,25.47,27.18,0.1
Jalna,2016,3,28.64,27.83,0.64
Jalna,2016,4,32.47,23.82,0.02
Jalna,2016,5,33.25,36.34,0.46
Jalna,2016,6,30.13,58.03,3.95
Jalna,2016,7,25.41,82.62,9.19
Jalna,2016,8,24.94,82.84,3.51
Jalna,2016,9,24.52,83.73,6.73
Jalna,2016,10,22.57,74.07,1.75
Jalna,2016,11,19.78,57.44,0.0
Jalna,2016,12,19.99,42.25,0.0
Jalna,2016,13,25.72,52.03,2.2
Jalna,2017,1,20.8,32.91,0.0
Jalna,2017,2,24.9,24.67,0.0
Jalna,2017,3,27.73,20.8,0.07
Jalna,2017,4,31.47,19.57,0.0
Jalna,2017,5,33.75,29.36,0.1
Jalna,2017,6,28.42,69.68,5.84
Jalna,2017,7,26.25,76.51,4.29
Jalna,2017,8,25.7,78.12,6.55
Jalna,2017,9,25.18,83.34,8.65
Jalna,2017,10,23.85,73.0,2.38
Jalna,2017,11,20.36,64.98,0.05
Jalna,2017,12,20.17,49.34,0.01
Jalna,2017,13,25.71,52.0,2.33
Jalna,2018,1,21.07,29.37,0.0
Jalna,2018,2,24.75,27.2,0.06
Jalna,2018,3,28.85,22.66,0.05
Jalna,2018,4,31.87,21.36,0.09
Jalna,2018,5,33.9,27.44,0.01
Jalna,2018,6,29.23,63.03,4.48
Jalna,2018,7,25.54,79.12,4.54
Jalna,2018,8,25.11,79.19,6.98
Jalna,2018,9,24.99,74.37,1.5
Jalna,2018,10,26.03,50.23,0.07
Jalna,2018,11,24.04,40.68,0.4
Jalna,2018,12,19.97,34.85,0.0
Jalna,2018,13,26.28,45.9,1.53
Jalna,2019,1,19.54,25.37,0.0
Jalna,2019,2,23.45,28.06,0.01
Jalna,2019,3,27.54,21.18,0.0
Jalna,2019,4,32.16,20.63,0.13
Jalna,2019,5,33.01,27.99,0.0
Jalna,2019,6,31.39,51.34,3.38
Jalna,2019,7,26.27,78.9,6.38
Jalna,2019,8,25.17,83.02,4.94
Jalna,2019,9,24.94,86.34,7.26
Jalna,2019,10,23.47,84.59,4.66
Jalna,2019,11,21.07,81.68,0.91
Jalna,2019,12,19.59,76.86,0.15
Jalna,2019,13,25.63,55.67,2.33
Jalna,2020,1,19.18,63.5,0.03
Jalna,2020,2,23.1,41.99,0.02
Jalna,2020,3,26.7,35.83,1.05
Jalna,2020,4,31.57,25.97,0.02
Jalna,2020,5,33.67,30.51,0.41
Jalna,2020,6,27.27,73.35,9.02
Jalna,2020,7,26.04,82.79,8.78
Jalna,2020,8,24.91,87.82,6.72
Jalna,2020,9,25.12,87.55,8.87
Jalna,2020,10,24.03,83.24,4.34
Jalna,2020,11,20.68,76.69,0.13
Jalna,2020,12,19.01,67.76,0.05
Jalna,2020,13,25.11,63.17,3.29
Jalna,2021,1,21.64,58.27,0.23
Jalna,2021,2,23.2,31.83,0.11
Jalna,2021,3,28.72,22.6,0.24
Jalna,2021,4,31.37,24.43,0.12
Jalna,2021,5,31.38,45.07,1.33
Jalna,2021,6,27.4,73.19,5.34
Jalna,2021,7,26.62,77.22,5.05
Jalna,2021,8,25.94,78.04,4.39
Jalna,2021,9,24.91,86.45,11.18
Jalna,2021,10,23.2,80.26,3.08
Jalna,2021,11,21.33,80.91,0.26
Jalna,2021,12,18.88,72.45,0.43
Jalna,2021,13,25.39,61.07,2.65
Jalna,2022,1,18.87,60.51,0.06
Jalna,2022,2,22.97,32.54,0.0
Jalna,2022,3,28.93,22.4,0.18
Jalna,2022,4,32.62,19.19,0.01
Jalna,2022,5,33.2,34.76,0.06
Jalna,2022,6,29.18,61.13,5.27
Jalna,2022,7,25.12,84.29,8.93
Jalna,2022,8,24.87,85.03,4.84
Jalna,2022,9,24.74,87.15,6.65
Jalna,2022,10,22.63,82.61,4.25
Jalna,2022,11,19.27,74.25,0.0
Jalna,2022,12,20.46,68.56,0.5
Jalna,2022,13,25.24,59.58,2.58
Jalna,2023,1,19.82,55.08,0.22
Jalna,2023,2,23.84,20.91,0.0
Jalna,2023,3,26.33,35.46,0.64
Jalna,2023,4,29.49,36.81,1.83
Jalna,2023,5,31.65,38.91,0.3
Jalna,2023,6,30.57,51.11,1.37
Jalna,2023,7,25.92,82.03,8.52
Jalna,2023,8,25.5,79.02,1.96
Jalna,2023,9,25.48,82.1,7.79
Jalna,2023,10,23.8,71.12,0.03
Jalna,2023,11,22.57,65.07,2.66
Jalna,2023,12,19.94,66.54,0.32
Jalna,2023,13,25.4,57.29,2.14
Parbhani,1997,1,19.83,47.46,1.08
Parbhani,1997,2,23.35,19.88,0.0
Parbhani,1997,3,29.62,18.98,0.11
Parbhani,1997,4,30.91,27.18,0.38
Parbhani,1997,5,33.98,26.06,0.2
Parbhani,1997,6,29.89,57.06,5.0
Parbhani,1997,7,26.76,75.72,5.08
Parbhani,1997,8,26.28,76.91,6.03
Parbhani,1997,9,25.74,79.99,2.95
Parbhani,1997,10,25.48,69.29,1.37
Parbhani,1997,11,24.53,73.88,3.39
Parbhani,1997,12,21.96,74.45,0.94
Parbhani,1997,13,26.54,54.12,2.22
Parbhani,1998,1,22.34,54.51,0.02
Parbhani,1998,2,24.1,34.81,0.27
Parbhani,1998,3,28.92,23.64,0.19
Parbhani,1998,4,34.64,19.99,0.03
Parbhani,1998,5,36.16,26.09,0.48
Parbhani,1998,6,30.79,58.75,5.92
Parbhani,1998,7,27.2,76.96,7.31
Parbhani,1998,8,26.14,85.13,8.32
Parbhani,1998,9,25.25,88.18,8.27
Parbhani,1998,10,24.27,85.34,4.64
Parbhani,1998,11,21.19,77.94,1.41
Parbhani,1998,12,17.95,60.61,0.0
Parbhani,1998,13,26.58,57.81,3.09
Parbhani,1999,1,19.2,47.26,0.0
Parbhani,1999,2,25.83,36.8,0.36
Parbhani,1999,3,29.94,15.18,0.0
Parbhani,1999,4,33.73,12.84,0.01
Parbhani,1999,5,33.51,36.72,1.01
Parbhani,1999,6,28.64,64.63,6.1
Parbhani,1999,7,26.5,76.89,4.46
Parbhani,1999,8,25.48,81.25,5.52
Parbhani,1999,9,25.04,83.96,6.51
Parbhani,1999,10,23.4,81.32,3.45
Parbhani,1999,11,20.63,65.57,0.0
Parbhani,1999,12,19.08,49.4,0.0
Parbhani,1999,13,25.9,54.44,2.29
Parbhani,2000,1,22.11,28.49,0.0
Parbhani,2000,2,23.34,34.28,0.87
Parbhani,2000,3,27.39,17.4,0.01
Parbhani,2000,4,33.92,17.31,0.03
Parbhani,2000,5,32.8,40.27,2.81
Parbhani,2000,6,28.11,69.67,3.87
Parbhani,2000,7,26.2,77.46,6.1
Parbhani,2000,8,25.89,81.42,9.41
Parbhani,2000,9,25.61,80.04,1.93
Parbhani,2000,10,26.04,60.34,0.41
Parbhani,2000,11,24.12,40.79,0.01
Parbhani,2000,12,21.8,18.23,0.38
Parbhani,2000,13,26.44,47.16,2.17
Parbhani,2001,1,22.38,33.98,0.26
Parbhani,2001,2,25.55,16.36,0.0
Parbhani,2001,3,29.28,26.86,0.46
Parbhani,2001,4,32.72,25.78,0.4
Parbhani,2001,5,34.8,29.93,0.47
Parbhani,2001,6,28.11,66.81,5.2
Parbhani,2001,7,27.25,70.7,2.77
Parbhani,2001,8,25.14,84.12,6.9
Parbhani,2001,9,26.26,76.6,5.02
Parbhani,2001,10,23.78,79.66,4.81
Parbhani,2001,11,21.93,65.97,0.01
Parbhani,2001,12,20.61,42.4,0.0
Parbhani,2001,13,26.48,51.81,2.2
Parbhani,2002,1,21.09,35.46,0.19
Parbhani,2002,2,26.29,30.56,0.09
Parbhani,2002,3,29.67,19.35,0.09
Parbhani,2002,4,33.27,20.59,0.46
Parbhani,2002,5,35.54,31.03,0.76
Parbhani,2002,6,29.65,63.41,7.21
Parbhani,2002,7,27.51,71.69,2.81
Parbhani,2002,8,25.19,83.8,8.69
Parbhani,2002,9,25.28,80.12,3.17
Parbhani,2002,10,24.95,66.53,1.36
Parbhani,2002,11,23.53,44.17,0.04
Parbhani,2002,12,23.28,31.98,0.0
Parbhani,2002,13,27.1,48.33,2.08
Parbhani,2003,1,23.34,30.31,0.02
Parbhani,2003,2,26.44,33.46,0.51
Parbhani,2003,3,29.24,22.24,0.46
Parbhani,2003,4,33.77,24.84,0.5
Parbhani,2003,5,34.94,21.02,0.0
Parbhani,2003,6,30.3,58.16,5.8
Parbhani,2003,7,26.39,80.76,7.58
Parbhani,2003,8,25.59,83.21,5.66
Parbhani,2003,9,25.44,82.62,2.4
Parbhani,2003,10,24.44,74.26,0.92
Parbhani,2003,11,23.13,62.16,0.01
Parbhani,2003,12,21.39,47.18,0.16
Parbhani,2003,13,27.03,51.78,2.01
Parbhani,2004,1,22.13,44.88,0.5
Parbhani,2004,2,24.29,29.11,0.12
Parbhani,2004,3,30.65,15.81,0.11
Parbhani,2004,4,33.31,22.63,0.17
Parbhani,2004,5,32.84,43.22,1.53
Parbhani,2004,6,30.13,58.96,2.79
Parbhani,2004,7,27.06,74.27,6.85
Parbhani,2004,8,25.55,81.35,3.09
Parbhani,2004,9,25.95,81.04,6.36
Parbhani,2004,10,23.43,72.65,1.82
Parbhani,2004,11,22.89,60.25,0.5
Parbhani,2004,12,21.57,37.06,0.0
Parbhani,2004,13,26.65,51.85,1.99
Parbhani,2005,1,22.54,35.99,0.94
Parbhani,2005,2,24.98,36.3,0.03
Parbhani,2005,3,29.0,25.98,0.54
Parbhani,2005,4,32.03,25.41,0.3
Parbhani,2005,5,34.76,25.43,0.43
Parbhani,2005,6,31.54,52.58,2.85
Parbhani,2005,7,26.31,80.12,12.41
Parbhani,2005,8,25.5,84.94,6.17
Parbhani,2005,9,25.5,86.26,8.0
Parbhani,2005,10,23.51,79.48,3.37
Parbhani,2005,11,19.22,70.69,0.0
Parbhani,2005,12,18.71,59.74,0.03
Parbhani,2005,13,26.13,55.36,2.95
Parbhani,2006,1,20.76,42.08,0.0
Parbhani,2006,2,26.08,23.06,0.0
Parbhani,2006,3,27.24,41.75,2.19
Parbhani,2006,4,32.67,24.37,0.21
Parbhani,2006,5,34.08,35.51,2.82
Parbhani,2006,6,28.8,66.85,5.5
Parbhani,2006,7,26.02,80.33,7.89
Parbhani,2006,8,24.97,85.55,12.31
Parbhani,2006,9,25.35,85.78,10.06
Parbhani,2006,10,24.34,78.81,1.42
Parbhani,2006,11,21.42,78.11,1.32
Parbhani,2006,12,20.37,63.93,0.0
Parbhani,2006,13,26.0,59.08,3.67
Parbhani,2007,1,21.61,43.66,0.0
Parbhani,2007,2,25.25,30.84,0.0
Parbhani,2007,3,29.41,20.94,0.01
Parbhani,2007,4,33.19,20.84,0.37
Parbhani,2007,5,35.27,26.15,0.1
Parbhani,2007,6,29.31,67.39,5.3
Parbhani,2007,7,27.01,76.95,6.24
Parbhani,2007,8,25.67,83.34,7.99
Parbhani,2007,9,25.47,85.81,7.98
Parbhani,2007,10,22.37,72.7,0.16
Parbhani,2007,11,21.17,63.5,0.22
Parbhani,2007,12,21.44,53.56,0.0
Parbhani,2007,13,26.43,53.93,2.37
Parbhani,2008,1,21.74,32.72,0.16
Parbhani,2008,2,24.03,26.44,0.12
Parbhani,2008,3,29.01,33.41,1.29
Parbhani,2008,4,32.57,24.77,0.11
Parbhani,2008,5,34.35,25.62,0.07
Parbhani,2008,6,29.26,59.52,2.62
Parbhani,2008,7,27.65,69.01,3.53
Parbhani,2008,8,26.07,79.97,6.32
Parbhani,2008,9,25.06,84.76,9.52
Parbhani,2008,10,23.75,74.36,0.78
Parbhani,2008,11,22.19,66.7,0.39
Parbhani,2008,12,22.01,48.71,0.06
Parbhani,2008,13,26.48,52.23,2.08
Parbhani,2009,1,23.75,36.45,0.0
Parbhani,2009,2,26.73,22.35,0.0
Parbhani,2009,3,29.88,20.6,0.18
Parbhani,2009,4,33.17,15.88,0.12
Parbhani,2009,5,33.79,33.14,1.35
Parbhani,2009,6,31.66,51.82,3.78
Parbhani,2009,7,26.57,78.47,7.01
Parbhani,2009,8,26.6,78.63,5.35
Parbhani,2009,9,26.14,81.2,4.71
Parbhani,2009,10,24.12,69.76,2.23
Parbhani,2009,11,22.19,70.5,2.7
Parbhani,2009,12,21.2,59.52,0.18
Parbhani,2009,13,27.14,51.73,2.31
Parbhani,2010,1,20.87,42.84,0.54
Parbhani,2010,2,26.9,32.37,0.31
Parbhani,2010,3,30.83,22.73,0.21
Parbhani,2010,4,34.07,19.39,0.06
Parbhani,2010,5,35.66,27.09,0.16
Parbhani,2010,6,30.51,60.33,5.53
Parbhani,2010,7,25.99,84.01,10.38
Parbhani,2010,8,25.48,87.25,9.98
Parbhani,2010,9,25.12,86.14,5.08
Parbhani,2010,10,24.02,82.41,1.98
Parbhani,2010,11,23.33,83.87,1.74
Parbhani,2010,12,19.16,68.41,0.03
Parbhani,2010,13,26.81,58.23,3.02
Parbhani,2011,1,19.84,48.02,0.0
Parbhani,2011,2,24.41,35.57,0.22
Parbhani,2011,3,29.45,21.19,0.16
Parbhani,2011,4,32.76,27.5,0.49
Parbhani,2011,5,34.66,28.87,0.34
Parbhani,2011,6,29.43,62.55,3.43
Parbhani,2011,7,26.76,77.3,9.01
Parbhani,2011,8,25.74,83.52,6.55
Parbhani,2011,9,25.13,84.61,4.57
Parbhani,2011,10,23.94,77.48,1.37
Parbhani,2011,11,22.24,62.09,0.0
Parbhani,2011,12,21.57,41.34,0.0
Parbhani,2011,13,26.33,54.27,2.2
Parbhani,2012,1,22.05,33.83,0.13
Parbhani,2012,2,25.17,22.76,0.0
Parbhani,2012,3,28.32,13.79,0.0
Parbhani,2012,4,33.42,20.86,0.17
Parbhani,2012,5,34.8,25.3,0.24
Parbhani,2012,6,30.36,56.59,4.65
Parbhani,2012,7,26.09,80.5,7.44
Parbhani,2012,8,26.01,80.26,4.61
Parbhani,2012,9,25.55,83.72,5.98
Parbhani,2012,10,23.91,76.45,1.82
Parbhani,2012,11,22.47,67.75,0.19
Parbhani,2012,12,22.43,46.87,0.06
Parbhani,2012,13,26.71,50.81,2.11
Parbhani,2013,1,23.02,39.56,0.44
Parbhani,2013,2,25.82,37.08,0.38
Parbhani,2013,3,29.5,20.95,0.03
Parbhani,2013,4,33.22,24.88,0.35
Parbhani,2013,5,35.64,26.3,0.26
Parbhani,2013,6,27.63,73.73,8.42
Parbhani,2013,7,25.12,84.99,12.88
Parbhani,2013,8,25.11,85.08,3.23
Parbhani,2013,9,25.45,83.97,5.13
Parbhani,2013,10,24.32,82.35,2.95
Parbhani,2013,11,20.76,77.36,0.79
Parbhani,2013,12,19.68,62.25,0.39
Parbhani,2013,13,26.27,58.31,2.95
Parbhani,2014,1,21.82,53.26,0.08
Parbhani,2014,2,23.96,36.22,0.77
Parbhani,2014,3,26.53,50.71,2.11
Parbhani,2014,4,33.03,24.66,0.41
Parbhani,2014,5,34.47,30.87,0.8
Parbhani,2014,6,33.22,43.89,1.78
Parbhani,2014,7,27.7,71.5,7.28
Parbhani,2014,8,26.62,78.19,5.36
Parbhani,2014,9,25.16,81.4,3.95
Parbhani,2014,10,25.07,68.57,0.73
Parbhani,2014,11,23.56,55.46,0.62
Parbhani,2014,12,20.73,40.33,0.57
Parbhani,2014,13,26.82,53.08,2.05
Parbhani,2015,1,20.51,46.87,0.52
Parbhani,2015,2,24.98,28.82,0.55
Parbhani,2015,3,27.26,42.33,1.15
Parbhani,2015,4,30.65,36.85,1.8
Parbhani,2015,5,34.91,29.0,0.34
Parbhani,2015,6,29.57,62.81,5.77
Parbhani,2015,7,28.19,68.23,2.65
Parbhani,2015,8,26.45,78.67,7.65
Parbhani,2015,9,26.08,78.84,4.8
Parbhani,2015,10,26.8,63.13,0.5
Parbhani,2015,11,25.84,48.37,0.03
Parbhani,2015,12,24.01,30.32,0.0
Parbhani,2015,13,27.11,51.31,2.15
Parbhani,2016,1,22.64,27.41,0.0
Parbhani,2016,2,27.06,26.48,0.07
Parbhani,2016,3,30.3,26.3,0.42
Parbhani,2016,4,34.73,20.64,0.09
Parbhani,2016,5,35.5,31.03,0.34
Parbhani,2016,6,31.26,55.46,4.48
Parbhani,2016,7,26.29,81.15,10.07
Parbhani,2016,8,25.84,81.36,2.52
Parbhani,2016,9,25.26,83.69,6.94
Parbhani,2016,10,23.16,75.15,1.77
Parbhani,2016,11,20.34,60.03,0.0
Parbhani,2016,12,20.29,44.24,0.0
Parbhani,2016,13,26.88,51.17,2.23
Parbhani,2017,1,21.5,33.29,0.0
Parbhani,2017,2,25.69,23.72,0.0
Parbhani,2017,3,29.0,20.68,0.13
Parbhani,2017,4,33.29,15.32,0.0
Parbhani,2017,5,35.94,24.08,0.11
Parbhani,2017,6,29.69,65.18,4.93
Parbhani,2017,7,27.38,73.19,4.93
Parbhani,2017,8,26.6,77.0,5.63
Parbhani,2017,9,26.27,80.77,3.63
Parbhani,2017,10,25.26,71.61,2.49
Parbhani,2017,11,22.92,56.86,0.02
Parbhani,2017,12,21.94,36.6,0.0
Parbhani,2017,13,27.13,48.32,1.83
Parbhani,2018,1,21.8,26.03,0.0
Parbhani,2018,2,25.51,28.27,0.14
Parbhani,2018,3,29.89,21.75,0.12
Parbhani,2018,4,33.61,19.8,0.1
Parbhani,2018,5,36.02,22.97,0.32
Parbhani,2018,6,29.14,66.92,6.79
Parbhani,2018,7,26.11,79.1,5.25
Parbhani,2018,8,25.8,79.29,8.44
Parbhani,2018,9,25.57,76.33,1.05
Parbhani,2018,10,26.34,54.8,0.04
Parbhani,2018,11,25.16,40.51,0.11
Parbhani,2018,12,21.04,38.74,0.11
Parbhani,2018,13,27.17,46.31,1.89
Parbhani,2019,1,20.46,29.3,0.03
Parbhani,2019,2,24.85,27.52,0.02
Parbhani,2019,3,29.18,20.42,0.02
Parbhani,2019,4,34.01,17.9,0.11
Parbhani,2019,5,35.46,21.44,0.02
Parbhani,2019,6,33.07,46.66,2.45
Parbhani,2019,7,27.45,74.4,5.85
Parbhani,2019,8,26.24,80.67,4.53
Parbhani,2019,9,25.89,84.04,5.24
Parbhani,2019,10,24.6,82.3,4.11
Parbhani,2019,11,22.3,77.48,0.38
Parbhani,2019,12,21.21,68.94,0.17
Parbhani,2019,13,27.06,52.75,1.92
Parbhani,2020,1,21.32,57.27,0.27
Parbhani,2020,2,24.51,39.84,0.11
Parbhani,2020,3,28.67,33.89,0.82
Parbhani,2020,4,33.42,24.7,0.12
Parbhani,2020,5,35.61,25.44,0.25
Parbhani,2020,6,28.53,69.18,7.57
Parbhani,2020,7,26.87,80.77,6.64
Parbhani,2020,8,25.99,84.19,4.84
Parbhani,2020,9,26.22,83.99,4.87
Parbhani,2020,10,24.9,81.73,2.49
Parbhani,2020,11,22.0,70.29,0.05
Parbhani,2020,12,20.95,57.03,0.0
Parbhani,2020,13,26.58,59.1,2.34
Parbhani,2021,1,23.8,45.2,0.03
Parbhani,2021,2,24.51,27.73,0.13
Parbhani,2021,3,29.61,22.17,0.28
Parbhani,2021,4,32.72,22.5,0.13
Parbhani,2021,5,33.07,39.91,0.83
Parbhani,2021,6,28.08,72.03,6.8
Parbhani,2021,7,26.91,80.44,10.87
Parbhani,2021,8,26.36,81.39,3.96
Parbhani,2021,9,25.43,87.13,11.19
Parbhani,2021,10,23.93,81.06,3.05
Parbhani,2021,11,21.81,82.89,0.13
Parbhani,2021,12,19.37,72.16,0.2
Parbhani,2021,13,26.31,59.74,3.14
Parbhani,2022,1,19.54,62.82,0.37
Parbhani,2022,2,23.75,36.58,0.0
Parbhani,2022,3,30.03,21.0,0.02
Parbhani,2022,4,34.25,18.65,0.05
Parbhani,2022,5,34.76,30.61,0.47
Parbhani,2022,6,30.18,60.29,5.65
Parbhani,2022,7,25.58,86.18,17.9
Parbhani,2022,8,25.55,85.78,4.33
Parbhani,2022,9,25.47,86.49,6.9
Parbhani,2022,10,23.37,83.53,3.47
Parbhani,2022,11,19.79,75.09,0.0
Parbhani,2022,12,21.14,69.68,0.15
Parbhani,2022,13,26.12,59.91,3.3
Parbhani,2023,1,21.33,52.21,0.01
Parbhani,2023,2,24.79,21.19,0.0
Parbhani,2023,3,28.0,30.19,0.35
Parbhani,2023,4,31.04,35.2,1.62
Parbhani,2023,5,33.18,37.84,1.0
Parbhani,2023,6,32.68,43.82,1.3
Parbhani,2023,7,26.64,81.26,14.52
Parbhani,2023,8,26.0,81.41,2.44
Parbhani,2023,9,25.92,84.05,5.57
Parbhani,2023,10,24.25,73.44,0.04
Parbhani,2023,11,22.97,68.62,2.25
Parbhani,2023,12,20.48,65.49,0.05
Parbhani,2023,13,26.43,56.5,2.45
Hingoli,1997,1,19.83,47.46,1.08
Hingoli,1997,2,23.35,19.88,0.0
Hingoli,1997,3,29.62,18.98,0.11
Hingoli,1997,4,30.91,27.18,0.38
Hingoli,1997,5,33.98,26.06,0.2
Hingoli,1997,6,29.89,57.06,5.0
Hingoli,1997,7,26.76,75.72,5.08
Hingoli,1997,8,26.28,76.91,6.03
Hingoli,1997,9,25.74,79.99,2.95
Hingoli,1997,10,25.48,69.29,1.37
Hingoli,1997,11,24.53,73.88,3.39
Hingoli,1997,12,21.96,74.45,0.94
Hingoli,1997,13,26.54,54.12,2.22
Hingoli,1998,1,22.34,54.51,0.02
Hingoli,1998,2,24.1,34.81,0.27
Hingoli,1998,3,28.92,23.64,0.19
Hingoli,1998,4,34.64,19.99,0.03
Hingoli,1998,5,36.16,26.09,0.48
Hingoli,1998,6,30.79,58.75,5.92
Hingoli,1998,7,27.2,76.96,7.31
Hingoli,1998,8,26.14,85.13,8.32
Hingoli,1998,9,25.25,88.18,8.27
Hingoli,1998,10,24.27,85.34,4.64
Hingoli,1998,11,21.19,77.94,1.41
Hingoli,1998,12,17.95,60.61,0.0
Hingoli,1998,13,26.58,57.81,3.09
Hingoli,1999,1,19.2,47.26,0.0
Hingoli,1999,2,25.83,36.8,0.36
Hingoli,1999,3,29.94,15.18,0.0
Hingoli,1999,4,33.73,12.84,0.01
Hingoli,1999,5,33.51,36.72,1.01
Hingoli,1999,6,28.64,64.63,6.1
Hingoli,1999,7,26.5,76.89,4.46
Hingoli,1999,8,25.48,81.25,5.52
Hingoli,1999,9,25.04,83.96,6.51
Hingoli,1999,10,23.4,81.32,3.45
Hingoli,1999,11,20.63,65.57,0.0
Hingoli,1999,12,19.08,49.4,0.0
Hingoli,1999,13,25.9,54.44,2.29
Hingoli,2000,1,22.11,28.49,0.0
Hingoli,2000,2,23.34,34.28,0.87
Hingoli,2000,3,27.39,17.4,0.01
Hingoli,2000,4,33.92,17.31,0.03
Hingoli,2000,5,32.8,40.27,2.81
Hingoli,2000,6,28.11,69.67,3.87
Hingoli,2000,7,26.2,77.46,6.1
Hingoli,2000,8,25.89,81.42,9.41
Hingoli,2000,9,25.61,80.04,1.93
Hingoli,2000,10,26.04,60.34,0.41
Hingoli,2000,11,24.12,40.79,0.01
Hingoli,2000,12,21.8,18.23,0.38
Hingoli,2000,13,26.44,47.16,2.17
Hingoli,2001,1,22.38,33.98,0.26
Hingoli,2001,2,25.55,16.36,0.0
Hingoli,2001,3,29.28,26.86,0.46
Hingoli,2001,4,32.72,25.78,0.4
Hingoli,2001,5,34.8,29.93,0.47
Hingoli,2001,6,28.11,66.81,5.2
Hingoli,2001,7,27.25,70.7,2.77
Hingoli,2001,8,25.14,84.12,6.9
Hingoli,2001,9,26.26,76.6,5.02
Hingoli,2001,10,23.78,79.66,4.81
Hingoli,2001,11,21.93,65.97,0.01
Hingoli,2001,12,20.61,42.4,0.0
Hingoli,2001,13,26.48,51.81,2.2
Hingoli,2002,1,21.09,35.46,0.19
Hingoli,2002,2,26.29,30.56,0.09
Hingoli,2002,3,29.67,19.35,0.09
Hingoli,2002,4,33.27,20.59,0.46
Hingoli,2002,5,35.54,31.03,0.76
Hingoli,2002,6,29.65,63.41,7.21
Hingoli,2002,7,27.51,71.69,2.81
Hingoli,2002,8,25.19,83.8,8.69
Hingoli,2002,9,25.28,80.12,3.17
Hingoli,2002,10,24.95,66.53,1.36
Hingoli,2002,11,23.53,44.17,0.04
Hingoli,2002,12,23.28,31.98,0.0
Hingoli,2002,13,27.1,48.33,2.08
Hingoli,2003,1,23.34,30.31,0.02
Hingoli,2003,2,26.44,33.46,0.51
Hingoli,2003,3,29.24,22.24,0.46
Hingoli,2003,4,33.77,24.84,0.5
Hingoli,2003,5,34.94,21.02,0.0
Hingoli,2003,6,30.3,58.16,5.8
Hingoli,2003,7,26.39,80.76,7.58
Hingoli,2003,8,25.59,83.21,5.66
Hingoli,2003,9,25.44,82.62,2.4
Hingoli,2003,10,24.44,74.26,0.92
Hingoli,2003,11,23.13,62.16,0.01
Hingoli,2003,12,21.39,47.18,0.16
Hingoli,2003,13,27.03,51.78,2.01
Hingoli,2004,1,22.13,44.88,0.5
Hingoli,2004,2,24.29,29.11,0.12
Hingoli,2004,3,30.65,15.81,0.11
Hingoli,2004,4,33.31,22.63,0.17
Hingoli,2004,5,32.84,43.22,1.53
Hingoli,2004,6,30.13,58.96,2.79
Hingoli,2004,7,27.06,74.27,6.85
Hingoli,2004,8,25.55,81.35,3.09
Hingoli,2004,9,25.95,81.04,6.36
Hingoli,2004,10,23.43,72.65,1.82
Hingoli,2004,11,22.89,60.25,0.5
Hingoli,2004,12,21.57,37.06,0.0
Hingoli,2004,13,26.65,51.85,1.99
Hingoli,2005,1,22.54,35.99,0.94
Hingoli,2005,2,24.98,36.3,0.03
Hingoli,2005,3,29.0,25.98,0.54
Hingoli,2005,4,32.03,25.41,0.3
Hingoli,2005,5,34.76,25.43,0.43
Hingoli,2005,6,31.54,52.58,2.85
Hingoli,2005,7,26.31,80.12,12.41
Hingoli,2005,8,25.5,84.94,6.17
Hingoli,2005,9,25.5,86.26,8.0
Hingoli,2005,10,23.51,79.48,3.37
Hingoli,2005,11,19.22,70.69,0.0
Hingoli,2005,12,18.71,59.74,0.03
Hingoli,2005,13,26.13,55.36,2.95
Hingoli,2006,1,20.76,42.08,0.0
Hingoli,2006,2,26.08,23.06,0.0
Hingoli,2006,3,27.24,41.75,2.19
Hingoli,2006,4,32.67,24.37,0.21
Hingoli,2006,5,34.08,35.51,2.82
Hingoli,2006,6,28.8,66.85,5.5
Hingoli,2006,7,26.02,80.33,7.89
Hingoli,2006,8,24.97,85.55,12.31
Hingoli,2006,9,25.35,85.78,10.06
Hingoli,2006,10,24.34,78.81,1.42
Hingoli,2006,11,21.42,78.11,1.32
Hingoli,2006,12,20.37,63.93,0.0
Hingoli,2006,13,26.0,59.08,3.67
Hingoli,2007,1,21.61,43.66,0.0
Hingoli,2007,2,25.25,30.84,0.0
Hingoli,2007,3,29.41,20.94,0.01
Hingoli,2007,4,33.19,20.84,0.37
Hingoli,2007,5,35.27,26.15,0.1
Hingoli,2007,6,29.31,67.39,5.3
Hingoli,2007,7,27.01,76.95,6.24
Hingoli,2007,8,25.67,83.34,7.99
Hingoli,2007,9,25.47,85.81,7.98
Hingoli,2007,10,22.37,72.7,0.16
