Taluka,Latitude,Longitude,Year,Month,Temperature_C,Humidity_pct,Rain_mm_per_day
Hatkanangle,16.7467,74.3559,2018,4,30.13,42.52,0.31
Hatkanangle,16.7467,74.3559,2018,5,28.4,63.01,2.24
Hatkanangle,16.7467,74.3559,2018,6,24.88,85.25,12.52
Hatkanangle,16.7467,74.3559,2018,7,23.45,90.16,13.91
Hatkanangle,16.7467,74.3559,2018,8,22.95,89.83,7.43
Hatkanangle,16.7467,74.3559,2018,9,23.34,85.08,4.42
Hatkanangle,16.7467,74.3559,2018,10,24.07,71.51,1.25
Hatkanangle,16.7467,74.3559,2018,11,23.29,61.14,0.65
Hatkanangle,16.7467,74.3559,2018,12,21.95,52.77,0.06
Hatkanangle,16.7467,74.3559,2018,13,24.76,63.46,3.6
Hatkanangle,16.7467,74.3559,2019,1,21.94,36.45,0.0
Hatkanangle,16.7467,74.3559,2019,2,25.19,36.8,0.0
Hatkanangle,16.7467,74.3559,2019,3,27.66,38.93,0.22
Hatkanangle,16.7467,74.3559,2019,4,30.27,44.29,0.39
Hatkanangle,16.7467,74.3559,2019,5,29.89,51.26,0.05
Hatkanangle,16.7467,74.3559,2019,6,26.91,73.74,9.62
Hatkanangle,16.7467,74.3559,2019,7,24.14,90.32,19.0
Hatkanangle,16.7467,74.3559,2019,8,23.48,91.55,22.92
Hatkanangle,16.7467,74.3559,2019,9,23.43,91.01,10.14
Hatkanangle,16.7467,74.3559,2019,10,23.33,88.61,8.6
Hatkanangle,16.7467,74.3559,2019,11,22.03,83.3,0.31
Hatkanangle,16.7467,74.3559,2019,12,21.91,78.58,0.09
Hatkanangle,16.7467,74.3559,2019,13,25.01,67.25,6.0
Hatkanangle,16.7467,74.3559,2020,1,21.64,66.78,0.0
Hatkanangle,16.7467,74.3559,2020,2,24.47,46.96,0.02
Hatkanangle,16.7467,74.3559,2020,3,27.31,46.76,0.34
Hatkanangle,16.7467,74.3559,2020,4,29.95,47.84,1.23
Hatkanangle,16.7467,74.3559,2020,5,30.25,55.71,1.37
Hatkanangle,16.7467,74.3559,2020,6,24.9,84.43,12.09
Hatkanangle,16.7467,74.3559,2020,7,23.85,89.35,12.18
Hatkanangle,16.7467,74.3559,2020,8,23.58,92.14,18.02
Hatkanangle,16.7467,74.3559,2020,9,23.63,90.18,9.75
Hatkanangle,16.7467,74.3559,2020,10,23.4,88.19,8.24
Hatkanangle,16.7467,74.3559,2020,11,22.02,82.37,0.01
Hatkanangle,16.7467,74.3559,2020,12,20.96,72.52,0.04
Hatkanangle,16.7467,74.3559,2020,13,24.66,72.03,5.3
Hatkanangle,16.7467,74.3559,2021,1,23.28,65.3,0.29
Hatkanangle,16.7467,74.3559,2021,2,24.01,48.38,0.25
Hatkanangle,16.7467,74.3559,2021,3,28.72,37.52,0.03
Hatkanangle,16.7467,74.3559,2021,4,29.26,49.46,1.39
Hatkanangle,16.7467,74.3559,2021,5,27.38,70.98,6.0
Hatkanangle,16.7467,74.3559,2021,6,24.5,86.7,14.5
Hatkanangle,16.7467,74.3559,2021,7,23.65,91.15,22.69
Hatkanangle,16.7467,74.3559,2021,8,23.34,88.95,3.85
Hatkanangle,16.7467,74.3559,2021,9,23.34,90.1,6.41
Hatkanangle,16.7467,74.3559,2021,10,23.87,84.13,3.61
Hatkanangle,16.7467,74.3559,2021,11,23.26,81.23,2.0
Hatkanangle,16.7467,74.3559,2021,12,21.11,77.18,2.2
Hatkanangle,16.7467,74.3559,2021,13,24.64,72.74,5.3
Hatkanangle,16.7467,74.3559,2022,1,20.44,65.69,0.02
Hatkanangle,16.7467,74.3559,2022,2,23.63,50.26,0.0
Hatkanangle,16.7467,74.3559,2022,3,28.38,42.63,0.35
Hatkanangle,16.7467,74.3559,2022,4,29.16,52.35,1.53
Hatkanangle,16.7467,74.3559,2022,5,28.15,64.97,2.19
Hatkanangle,16.7467,74.3559,2022,6,25.25,79.56,7.31
Hatkanangle,16.7467,74.3559,2022,7,23.61,89.77,14.76
Hatkanangle,16.7467,74.3559,2022,8,23.24,90.46,11.56
Hatkanangle,16.7467,74.3559,2022,9,23.25,90.17,7.66
Hatkanangle,16.7467,74.3559,2022,10,22.69,84.57,6.18
Hatkanangle,16.7467,74.3559,2022,11,21.33,78.57,0.05
Hatkanangle,16.7467,74.3559,2022,12,22.34,69.24,0.06
Hatkanangle,16.7467,74.3559,2022,13,24.29,71.65,4.34
Hatkanangle,16.7467,74.3559,2023,1,22.06,51.88,0.0
Hatkanangle,16.7467,74.3559,2023,2,25.36,25.67,0.0
Hatkanangle,16.7467,74.3559,2023,3,26.72,38.86,0.02
Hatkanangle,16.7467,74.3559,2023,4,29.08,45.42,0.46
Hatkanangle,16.7467,74.3559,2023,5,29.25,55.47,0.98
Hatkanangle,16.7467,74.3559,2023,6,27.04,71.68,4.2
Hatkanangle,16.7467,74.3559,2023,7,23.89,88.97,19.04
Hatkanangle,16.7467,74.3559,2023,8,23.65,88.29,3.0
Hatkanangle,16.7467,74.3559,2023,9,23.85,88.27,6.58
Hatkanangle,16.7467,74.3559,2023,10,24.21,76.18,1.17
Hatkanangle,16.7467,74.3559,2023,11,23.86,74.17,1.25
Hatkanangle,16.7467,74.3559,2023,12,23.0,56.67,0.05
Hatkanangle,16.7467,74.3559,2023,13,25.15,63.7,3.09
Kagal,16.4403,74.249,1997,1,21.46,53.31,0.05
Kagal,16.4403,74.249,1997,2,23.1,34.66,0.0
Kagal,16.4403,74.249,1997,3,27.83,38.64,0.17
Kagal,16.4403,74.249,1997,4,27.95,47.35,0.47
Kagal,16.4403,74.249,1997,5,28.82,52.52,0.19
Kagal,16.4403,74.249,1997,6,25.18,79.58,11.3
Kagal,16.4403,74.249,1997,7,23.67,88.99,13.26
Kagal,16.4403,74.249,1997,8,23.01,90.77,12.83
Kagal,16.4403,74.249,1997,9,23.09,86.65,1.51
Kagal,16.4403,74.249,1997,10,24.58,77.41,1.48
Kagal,16.4403,74.249,1997,11,23.85,78.02,1.45
Kagal,16.4403,74.249,1997,12,22.33,72.13,1.36
Kagal,16.4403,74.249,1997,13,24.58,66.86,3.7
Kagal,16.4403,74.249,1998,1,22.55,55.5,0.0
Kagal,16.4403,74.249,1998,2,24.06,44.7,0.03
Kagal,16.4403,74.249,1998,3,27.21,43.89,0.0
Kagal,16.4403,74.249,1998,4,31.0,41.72,0.08
Kagal,16.4403,74.249,1998,5,29.96,57.55,1.42
Kagal,16.4403,74.249,1998,6,26.06,77.31,12.39
Kagal,16.4403,74.249,1998,7,23.88,88.77,9.96
Kagal,16.4403,74.249,1998,8,23.86,90.28,9.46
Kagal,16.4403,74.249,1998,9,23.48,90.25,7.2
Kagal,16.4403,74.249,1998,10,22.86,87.58,2.97
Kagal,16.4403,74.249,1998,11,21.17,78.37,1.25
Kagal,16.4403,74.249,1998,12,19.28,62.97,0.04
Kagal,16.4403,74.249,1998,13,24.61,68.39,3.75
Kagal,16.4403,74.249,1999,1,20.84,47.86,0.0
Kagal,16.4403,74.249,1999,2,25.87,36.68,0.08
Kagal,16.4403,74.249,1999,3,28.68,34.88,0.0
Kagal,16.4403,74.249,1999,4,29.31,50.49,0.0
Kagal,16.4403,74.249,1999,5,26.7,68.48,3.46
Kagal,16.4403,74.249,1999,6,24.23,84.04,11.3
Kagal,16.4403,74.249,1999,7,23.46,89.47,13.06
Kagal,16.4403,74.249,1999,8,23.02,88.7,2.88
Kagal,16.4403,74.249,1999,9,23.14,86.84,3.04
Kagal,16.4403,74.249,1999,10,23.61,79.44,3.22
Kagal,16.4403,74.249,1999,11,22.35,60.3,0.03
Kagal,16.4403,74.249,1999,12,21.52,45.78,0.0
Kagal,16.4403,74.249,1999,13,24.38,64.58,3.11
Kagal,16.4403,74.249,2000,1,23.52,34.94,0.01
Kagal,16.4403,74.249,2000,2,23.67,49.38,0.12
Kagal,16.4403,74.249,2000,3,26.99,38.04,0.01
Kagal,16.4403,74.249,2000,4,29.64,49.47,0.45
Kagal,16.4403,74.249,2000,5,27.2,66.7,2.91
Kagal,16.4403,74.249,2000,6,24.33,84.85,7.17
Kagal,16.4403,74.249,2000,7,23.16,87.9,10.34
Kagal,16.4403,74.249,2000,8,23.03,88.54,7.86
Kagal,16.4403,74.249,2000,9,23.92,85.27,3.59
Kagal,16.4403,74.249,2000,10,24.01,76.47,2.48
Kagal,16.4403,74.249,2000,11,22.56,63.03,0.24
Kagal,16.4403,74.249,2000,12,21.27,42.28,0.31
Kagal,16.4403,74.249,2000,13,24.44,63.91,2.97
Kagal,16.4403,74.249,2001,1,23.3,42.89,0.06
Kagal,16.4403,74.249,2001,2,25.3,31.84,0.0
Kagal,16.4403,74.249,2001,3,26.28,45.49,0.0
Kagal,16.4403,74.249,2001,4,29.37,47.84,0.67
Kagal,16.4403,74.249,2001,5,28.06,61.14,1.61
Kagal,16.4403,74.249,2001,6,24.6,80.79,5.96
Kagal,16.4403,74.249,2001,7,23.62,85.38,7.51
Kagal,16.4403,74.249,2001,8,23.11,88.31,6.53
Kagal,16.4403,74.249,2001,9,23.63,85.36,2.81
Kagal,16.4403,74.249,2001,10,23.13,79.67,1.92
Kagal,16.4403,74.249,2001,11,23.28,64.88,0.37
Kagal,16.4403,74.249,2001,12,22.15,48.42,0.02
Kagal,16.4403,74.249,2001,13,24.64,63.69,2.31
Kagal,16.4403,74.249,2002,1,22.23,46.7,0.02
Kagal,16.4403,74.249,2002,2,25.76,39.35,0.0
Kagal,16.4403,74.249,2002,3,28.34,39.69,0.02
Kagal,16.4403,74.249,2002,4,30.59,44.01,0.18
Kagal,16.4403,74.249,2002,5,28.6,62.94,1.03
Kagal,16.4403,74.249,2002,6,25.22,82.32,9.79
Kagal,16.4403,74.249,2002,7,24.11,84.64,3.61
Kagal,16.4403,74.249,2002,8,23.33,86.98,7.64
Kagal,16.4403,74.249,2002,9,23.57,83.22,1.35
Kagal,16.4403,74.249,2002,10,24.57,74.83,3.43
Kagal,16.4403,74.249,2002,11,23.78,56.0,0.15
Kagal,16.4403,74.249,2002,12,22.77,44.59,0.01
Kagal,16.4403,74.249,2002,13,25.23,62.25,2.28
Kagal,16.4403,74.249,2003,1,23.93,43.14,0.0
Kagal,16.4403,74.249,2003,2,26.13,40.16,0.06
Kagal,16.4403,74.249,2003,3,28.25,40.14,0.3
Kagal,16.4403,74.249,2003,4,30.26,43.57,0.87
Kagal,16.4403,74.249,2003,5,29.59,54.84,0.24
Kagal,16.4403,74.249,2003,6,26.14,76.2,7.46
Kagal,16.4403,74.249,2003,7,24.07,87.74,6.73
Kagal,16.4403,74.249,2003,8,23.76,87.19,3.95
Kagal,16.4403,74.249,2003,9,23.7,84.7,1.77
Kagal,16.4403,74.249,2003,10,24.3,75.47,2.13
Kagal,16.4403,74.249,2003,11,24.08,56.88,0.07
Kagal,16.4403,74.249,2003,12,22.61,42.54,0.03
Kagal,16.4403,74.249,2003,13,25.56,61.17,1.98
Kagal,16.4403,74.249,2004,1,22.74,45.95,0.0
Kagal,16.4403,74.249,2004,2,25.28,35.4,0.02
Kagal,16.4403,74.249,2004,3,29.1,39.96,0.01
Kagal,16.4403,74.249,2004,4,29.6,47.2,0.42
Kagal,16.4403,74.249,2004,5,27.2,68.36,3.18
Kagal,16.4403,74.249,2004,6,24.43,84.95,9.58
Kagal,16.4403,74.249,2004,7,23.73,86.75,5.99
Kagal,16.4403,74.249,2004,8,23.1,88.54,8.01
Kagal,16.4403,74.249,2004,9,23.56,85.92,3.57
Kagal,16.4403,74.249,2004,10,23.39,76.58,0.83
Kagal,16.4403,74.249,2004,11,23.02,59.79,0.45
Kagal,16.4403,74.249,2004,12,21.66,43.92,0.0
Kagal,16.4403,74.249,2004,13,24.73,63.7,2.68
Kagal,16.4403,74.249,2005,1,23.2,42.29,0.03
Kagal,16.4403,74.249,2005,2,25.21,40.01,0.0
Kagal,16.4403,74.249,2005,3,27.44,41.38,0.04
Kagal,16.4403,74.249,2005,4,29.16,47.91,0.84
Kagal,16.4403,74.249,2005,5,28.6,58.39,1.42
Kagal,16.4403,74.249,2005,6,25.64,80.37,9.33
Kagal,16.4403,74.249,2005,7,23.96,89.35,14.32
Kagal,16.4403,74.249,2005,8,23.27,90.65,8.69
Kagal,16.4403,74.249,2005,9,23.4,90.37,7.96
Kagal,16.4403,74.249,2005,10,23.05,83.07,3.2
Kagal,16.4403,74.249,2005,11,20.02,71.06,0.03
Kagal,16.4403,74.249,2005,12,20.44,59.3,0.0
Kagal,16.4403,74.249,2005,13,24.44,66.33,3.85
Kagal,16.4403,74.249,2006,1,22.01,42.83,0.0
Kagal,16.4403,74.249,2006,2,25.26,33.4,0.0
Kagal,16.4403,74.249,2006,3,26.81,46.86,0.43
Kagal,16.4403,74.249,2006,4,29.21,46.88,0.08
Kagal,16.4403,74.249,2006,5,28.63,60.53,7.87
Kagal,16.4403,74.249,2006,6,24.46,86.88,9.98
Kagal,16.4403,74.249,2006,7,23.33,89.47,10.39
Kagal,16.4403,74.249,2006,8,22.78,90.73,9.73
Kagal,16.4403,74.249,2006,9,23.62,89.07,6.34
Kagal,16.4403,74.249,2006,10,23.7,80.94,3.0
Kagal,16.4403,74.249,2006,11,22.45,79.1,1.24
Kagal,16.4403,74.249,2006,12,20.84,60.45,0.0
Kagal,16.4403,74.249,2006,13,24.41,67.45,4.12
Kagal,16.4403,74.249,2007,1,22.55,44.88,0.0
Kagal,16.4403,74.249,2007,2,24.3,46.78,0.0
Kagal,16.4403,74.249,2007,3,28.26,40.51,0.0
Kagal,16.4403,74.249,2007,4,30.16,45.96,0.46
Kagal,16.4403,74.249,2007,5,28.27,62.77,1.62
Kagal,16.4403,74.249,2007,6,25.49,81.66,16.0
Kagal,16.4403,74.249,2007,7,23.91,89.69,9.18
Kagal,16.4403,74.249,2007,8,23.37,90.54,11.0
Kagal,16.4403,74.249,2007,9,23.41,89.89,7.3
Kagal,16.4403,74.249,2007,10,23.22,78.63,0.81
Kagal,16.4403,74.249,2007,11,21.21,68.83,0.72
Kagal,16.4403,74.249,2007,12,22.12,57.98,0.01
Kagal,16.4403,74.249,2007,13,24.69,66.62,3.93
Kagal,16.4403,74.249,2008,1,21.8,43.76,0.0
Kagal,16.4403,74.249,2008,2,23.78,43.66,0.25
Kagal,16.4403,74.249,2008,3,26.87,47.03,1.49
Kagal,16.4403,74.249,2008,4,28.79,50.35,0.53
Kagal,16.4403,74.249,2008,5,27.77,62.4,2.01
Kagal,16.4403,74.249,2008,6,24.71,83.4,6.52
Kagal,16.4403,74.249,2008,7,24.14,84.85,5.2
Kagal,16.4403,74.249,2008,8,23.4,88.56,9.31
Kagal,16.4403,74.249,2008,9,23.25,87.81,6.3
Kagal,16.4403,74.249,2008,10,23.43,75.94,1.04
Kagal,16.4403,74.249,2008,11,22.86,65.18,0.58
Kagal,16.4403,74.249,2008,12,22.14,54.95,0.15
Kagal,16.4403,74.249,2008,13,24.41,65.71,2.79
Kagal,16.4403,74.249,2009,1,23.35,42.6,0.0
Kagal,16.4403,74.249,2009,2,26.12,36.1,0.0
Kagal,16.4403,74.249,2009,3,28.58,38.01,0.13
Kagal,16.4403,74.249,2009,4,30.3,44.83,0.22
Kagal,16.4403,74.249,2009,5,29.05,56.9,0.68
Kagal,16.4403,74.249,2009,6,25.47,77.69,4.65
Kagal,16.4403,74.249,2009,7,23.67,88.54,14.95
Kagal,16.4403,74.249,2009,8,23.73,87.7,4.2
Kagal,16.4403,74.249,2009,9,24.11,87.0,6.67
Kagal,16.4403,74.249,2009,10,23.12,79.57,4.02
Kagal,16.4403,74.249,2009,11,22.27,76.87,2.11
Kagal,16.4403,74.249,2009,12,21.93,65.91,0.12
Kagal,16.4403,74.249,2009,13,25.13,65.31,3.17
Kagal,16.4403,74.249,2010,1,22.65,58.3,0.38
Kagal,16.4403,74.249,2010,2,25.34,46.27,0.0
Kagal,16.4403,74.249,2010,3,28.99,39.11,0.0
Kagal,16.4403,74.249,2010,4,29.92,47.55,0.3
Kagal,16.4403,74.249,2010,5,29.82,57.39,0.33
Kagal,16.4403,74.249,2010,6,25.77,79.27,8.52
Kagal,16.4403,74.249,2010,7,23.9,87.75,14.1
Kagal,16.4403,74.249,2010,8,23.48,90.19,7.11
Kagal,16.4403,74.249,2010,9,23.73,88.26,5.25
Kagal,16.4403,74.249,2010,10,23.58,84.13,3.05
Kagal,16.4403,74.249,2010,11,23.2,82.77,2.2
Kagal,16.4403,74.249,2010,12,20.29,69.08,0.02
Kagal,16.4403,74.249,2010,13,25.05,69.3,3.46
Kagal,16.4403,74.249,2011,1,21.67,47.05,0.0
Kagal,16.4403,74.249,2011,2,23.65,47.75,0.02
Kagal,16.4403,74.249,2011,3,28.3,37.17,0.0
Kagal,16.4403,74.249,2011,4,28.7,49.44,0.54
Kagal,16.4403,74.249,2011,5,28.48,58.65,1.09
Kagal,16.4403,74.249,2011,6,24.91,81.99,6.52
Kagal,16.4403,74.249,2011,7,23.77,86.54,11.35
Kagal,16.4403,74.249,2011,8,23.37,89.24,9.35
Kagal,16.4403,74.249,2011,9,23.14,88.25,5.08
Kagal,16.4403,74.249,2011,10,23.89,80.47,2.82
Kagal,16.4403,74.249,2011,11,22.58,63.67,0.16
Kagal,16.4403,74.249,2011,12,22.35,47.76,0.0
Kagal,16.4403,74.249,2011,13,24.57,64.91,3.1
Kagal,16.4403,74.249,2012,1,22.18,45.66,0.0
Kagal,16.4403,74.249,2012,2,25.4,32.21,0.0
Kagal,16.4403,74.249,2012,3,27.19,33.91,0.0
Kagal,16.4403,74.249,2012,4,29.42,46.96,0.74
Kagal,16.4403,74.249,2012,5,28.95,55.65,0.27
Kagal,16.4403,74.249,2012,6,25.58,75.47,6.19
Kagal,16.4403,74.249,2012,7,23.94,86.44,8.52
Kagal,16.4403,74.249,2012,8,23.67,87.6,6.05
Kagal,16.4403,74.249,2012,9,23.5,86.48,3.82
Kagal,16.4403,74.249,2012,10,23.83,73.4,2.08
Kagal,16.4403,74.249,2012,11,23.15,66.77,0.54
Kagal,16.4403,74.249,2012,12,22.92,52.63,0.0
Kagal,16.4403,74.249,2012,13,24.97,62.02,2.36
Kagal,16.4403,74.249,2013,1,23.46,42.71,0.01
Kagal,16.4403,74.249,2013,2,25.8,41.64,0.12
Kagal,16.4403,74.249,2013,3,28.06,38.76,0.03
Kagal,16.4403,74.249,2013,4,28.73,49.28,0.27
Kagal,16.4403,74.249,2013,5,28.7,59.96,0.98
Kagal,16.4403,74.249,2013,6,24.67,84.47,9.06
Kagal,16.4403,74.249,2013,7,23.4,89.57,12.51
Kagal,16.4403,74.249,2013,8,23.14,88.62,3.99
Kagal,16.4403,74.249,2013,9,23.47,88.32,6.17
Kagal,16.4403,74.249,2013,10,23.41,83.7,2.23
Kagal,16.4403,74.249,2013,11,22.31,70.64,0.03
Kagal,16.4403,74.249,2013,12,21.04,52.78,0.0
Kagal,16.4403,74.249,2013,13,24.67,65.99,2.96
Kagal,16.4403,74.249,2014,1,22.82,51.2,0.0
Kagal,16.4403,74.249,2014,2,24.04,46.89,0.07
Kagal,16.4403,74.249,2014,3,27.3,42.25,0.33
Kagal,16.4403,74.249,2014,4,29.81,43.21,0.3
Kagal,16.4403,74.249,2014,5,28.91,57.46,1.8
Kagal,16.4403,74.249,2014,6,26.59,74.65,3.12
Kagal,16.4403,74.249,2014,7,24.35,84.94,12.6
Kagal,16.4403,74.249,2014,8,23.85,87.59,8.36
Kagal,16.4403,74.249,2014,9,23.78,85.9,3.29
Kagal,16.4403,74.249,2014,10,24.1,76.4,2.82
Kagal,16.4403,74.249,2014,11,22.12,68.02,0.82
Kagal,16.4403,74.249,2014,12,21.52,58.2,0.37
Kagal,16.4403,74.249,2014,13,24.93,64.84,2.86
Kagal,16.4403,74.249,2015,1,21.48,48.51,0.01
Kagal,16.4403,74.249,2015,2,24.43,37.41,0.28
Kagal,16.4403,74.249,2015,3,26.98,48.76,0.54
Kagal,16.4403,74.249,2015,4,28.86,48.78,0.56
Kagal,16.4403,74.249,2015,5,29.23,58.68,1.16
Kagal,16.4403,74.249,2015,6,25.28,79.45,8.5
Kagal,16.4403,74.249,2015,7,24.38,84.33,3.95
Kagal,16.4403,74.249,2015,8,24.15,85.06,3.79
Kagal,16.4403,74.249,2015,9,24.17,82.75,3.24
Kagal,16.4403,74.249,2015,10,25.68,69.81,1.84
Kagal,16.4403,74.249,2015,11,25.05,59.58,0.28
Kagal,16.4403,74.249,2015,12,24.5,44.6,0.02
Kagal,16.4403,74.249,2015,13,25.35,62.46,2.02
Kagal,16.4403,74.249,2016,1,23.19,39.41,0.0
Kagal,16.4403,74.249,2016,2,26.04,43.81,0.04
Kagal,16.4403,74.249,2016,3,28.75,41.31,0.22
Kagal,16.4403,74.249,2016,4,30.23,45.63,0.25
Kagal,16.4403,74.249,2016,5,29.73,56.21,0.45
Kagal,16.4403,74.249,2016,6,25.11,81.95,10.74
Kagal,16.4403,74.249,2016,7,23.42,91.35,20.79
Kagal,16.4403,74.249,2016,8,23.16,90.66,12.27
Kagal,16.4403,74.249,2016,9,22.6,89.89,5.0
Kagal,16.4403,74.249,2016,10,22.23,78.99,1.32
Kagal,16.4403,74.249,2016,11,20.91,60.51,0.42
Kagal,16.4403,74.249,2016,12,21.92,46.44,0.0
Kagal,16.4403,74.249,2016,13,24.77,63.89,4.32
Kagal,16.4403,74.249,2017,1,22.59,39.89,0.0
Kagal,16.4403,74.249,2017,2,25.47,32.64,0.0
Kagal,16.4403,74.249,2017,3,27.16,42.86,0.01
Kagal,16.4403,74.249,2017,4,29.66,45.26,0.13
Kagal,16.4403,74.249,2017,5,29.27,58.25,1.87
Kagal,16.4403,74.249,2017,6,25.36,80.71,6.97
Kagal,16.4403,74.249,2017,7,24.07,87.06,10.23
Kagal,16.4403,74.249,2017,8,23.74,87.35,6.39
Kagal,16.4403,74.249,2017,9,24.1,87.88,11.27
Kagal,16.4403,74.249,2017,10,23.49,84.31,3.81
Kagal,16.4403,74.249,2017,11,21.09,73.22,0.03
Kagal,16.4403,74.249,2017,12,20.7,62.83,0.15
Kagal,16.4403,74.249,2017,13,24.72,65.38,3.42
Kagal,16.4403,74.249,2018,1,21.87,45.71,0.0
Kagal,16.4403,74.249,2018,2,24.9,31.65,0.01
Kagal,16.4403,74.249,2018,3,27.94,40.44,0.18
Kagal,16.4403,74.249,2018,4,30.13,42.52,0.31
Kagal,16.4403,74.249,2018,5,28.4,63.01,2.24
Kagal,16.4403,74.249,2018,6,24.88,85.25,12.52
Kagal,16.4403,74.249,2018,7,23.45,90.16,13.91
Kagal,16.4403,74.249,2018,8,22.95,89.83,7.43
Kagal,16.4403,74.249,2018,9,23.34,85.08,4.42
Kagal,16.4403,74.249,2018,10,24.07,71.51,1.25
Kagal,16.4403,74.249,2018,11,23.29,61.14,0.65
Kagal,16.4403,74.249,2018,12,21.95,52.77,0.06
Kagal,16.4403,74.249,2018,13,24.76,63.46,3.6
Kagal,16.4403,74.249,2019,1,21.94,36.45,0.0
Kagal,16.4403,74.249,2019,2,25.19,36.8,0.0
Kagal,16.4403,74.249,2019,3,27.66,38.93,0.22
Kagal,16.4403,74.249,2019,4,30.27,44.29,0.39
Kagal,16.4403,74.249,2019,5,29.89,51.26,0.05
Kagal,16.4403,74.249,2019,6,26.91,73.74,9.62
Kagal,16.4403,74.249,2019,7,24.14,90.32,19.0
Kagal,16.4403,74.249,2019,8,23.48,91.55,22.92
Kagal,16.4403,74.249,2019,9,23.43,91.01,10.14
Kagal,16.4403,74.249,2019,10,23.33,88.61,8.6
Kagal,16.4403,74.249,2019,11,22.03,83.3,0.31
Kagal,16.4403,74.249,2019,12,21.91,78.58,0.09
Kagal,16.4403,74.249,2019,13,25.01,67.25,6.0
Kagal,16.4403,74.249,2020,1,21.64,66.78,0.0
Kagal,16.4403,74.249,2020,2,24.47,46.96,0.02
Kagal,16.4403,74.249,2020,3,27.31,46.76,0.34
Kagal,16.4403,74.249,2020,4,29.95,47.84,1.23
Kagal,16.4403,74.249,2020,5,30.25,55.71,1.37
Kagal,16.4403,74.249,2020,6,24.9,84.43,12.09
Kagal,16.4403,74.249,2020,7,23.85,89.35,12.18
Kagal,16.4403,74.249,2020,8,23.58,92.14,18.02
Kagal,16.4403,74.249,2020,9,23.63,90.18,9.75
Kagal,16.4403,74.249,2020,10,23.4,88.19,8.24
Kagal,16.4403,74.249,2020,11,22.02,82.37,0.01
Kagal,16.4403,74.249,2020,12,20.96,72.52,0.04
Kagal,16.4403,74.249,2020,13,24.66,72.03,5.3
Kagal,16.4403,74.249,2021,1,23.28,65.3,0.29
Kagal,16.4403,74.249,2021,2,24.01,48.38,0.25
Kagal,16.4403,74.249,2021,3,28.72,37.52,0.03
Kagal,16.4403,74.249,2021,4,29.26,49.46,1.39
Kagal,16.4403,74.249,2021,5,27.38,70.98,6.0
Kagal,16.4403,74.249,2021,6,24.5,86.7,14.5
Kagal,16.4403,74.249,2021,7,23.65,91.15,22.69
Kagal,16.4403,74.249,2021,8,23.34,88.95,3.85
Kagal,16.4403,74.249,2021,9,23.34,90.1,6.41
Kagal,16.4403,74.249,2021,10,23.87,84.13,3.61
Kagal,16.4403,74.249,2021,11,23.26,81.23,2.0
Kagal,16.4403,74.249,2021,12,21.11,77.18,2.2
Kagal,16.4403,74.249,2021,13,24.64,72.74,5.3
Kagal,16.4403,74.249,2022,1,20.44,65.69,0.02
Kagal,16.4403,74.249,2022,2,23.63,50.26,0.0
Kagal,16.4403,74.249,2022,3,28.38,42.63,0.35
Kagal,16.4403,74.249,2022,4,29.16,52.35,1.53
Kagal,16.4403,74.249,2022,5,28.15,64.97,2.19
Kagal,16.4403,74.249,2022,6,25.25,79.56,7.31
Kagal,16.4403,74.249,2022,7,23.61,89.77,14.76
Kagal,16.4403,74.249,2022,8,23.24,90.46,11.56
Kagal,16.4403,74.249,2022,9,23.25,90.17,7.66
Kagal,16.4403,74.249,2022,10,22.69,84.57,6.18
Kagal,16.4403,74.249,2022,11,21.33,78.57,0.05
Kagal,16.4403,74.249,2022,12,22.34,69.24,0.06
Kagal,16.4403,74.249,2022,13,24.29,71.65,4.34
Kagal,16.4403,74.249,2023,1,22.06,51.88,0.0
Kagal,16.4403,74.249,2023,2,25.36,25.67,0.0
Kagal,16.4403,74.249,2023,3,26.72,38.86,0.02
Kagal,16.4403,74.249,2023,4,29.08,45.42,0.46
Kagal,16.4403,74.249,2023,5,29.25,55.47,0.98
Kagal,16.4403,74.249,2023,6,27.04,71.68,4.2
Kagal,16.4403,74.249,2023,7,23.89,88.97,19.04
Kagal,16.4403,74.249,2023,8,23.65,88.29,3.0
Kagal,16.4403,74.249,2023,9,23.85,88.27,6.58
Kagal,16.4403,74.249,2023,10,24.21,76.18,1.17
Kagal,16.4403,74.249,2023,11,23.86,74.17,1.25
Kagal,16.4403,74.249,2023,12,23.0,56.67,0.05
Kagal,16.4403,74.249,2023,13,25.15,63.7,3.09
Karvir,16.648,74.1852,1997,1,21.46,53.31,0.05
Karvir,16.648,74.1852,1997,2,23.1,34.66,0.0
Karvir,16.648,74.1852,1997,3,27.83,38.64,0.17
Karvir,16.648,74.1852,1997,4,27.95,47.35,0.47
Karvir,16.648,74.1852,1997,5,28.82,52.52,0.19
Karvir,16.648,74.1852,1997,6,25.18,79.58,11.3
Karvir,16.648,74.1852,1997,7,23.67,88.99,13.26
Karvir,16.648,74.1852,1997,8,23.01,90.77,12.83
Karvir,16.648,74.1852,1997,9,23.09,86.65,1.51
Karvir,16.648,74.1852,1997,10,24.58,77.41,1.48
Karvir,16.648,74.1852,1997,11,23.85,78.02,1.45
Karvir,16.648,74.1852,1997,12,22.33,72.13,1.36
Karvir,16.648,74.1852,1997,13,24.58,66.86,3.7
Karvir,16.648,74.1852,1998,1,22.55,55.5,0.0
